office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Crook,Craig Thomas,Sundance Inside North 1-1,213,
U.S. Senate,,R,Crook,Craig Thomas,Sundance Inside South 1-2,158,
U.S. Senate,,R,Crook,Craig Thomas,Sundance Outside 2-2,223,
U.S. Senate,,R,Crook,Craig Thomas,Beulah Community Bldg. 3-3,48,
U.S. Senate,,R,Crook,Craig Thomas,Aladdin Community 7-7,90,
U.S. Senate,,R,Crook,Craig Thomas,Alva Church 9-9,45,
U.S. Senate,,R,Crook,Craig Thomas,Tower Junction 11-11,108,
U.S. Senate,,R,Crook,Craig Thomas,Elmore 12-12,74,
U.S. Senate,,R,Crook,Craig Thomas,Hulett Outside 13-13,130,
U.S. Senate,,R,Crook,Craig Thomas,Hulett Inside 14-14,73,
U.S. Senate,,R,Crook,Craig Thomas,Pine Haven Town Hall 15-15,145,
U.S. Senate,,R,Crook,Craig Thomas,Moorcroft Outside 16-16,121,
U.S. Senate,,R,Crook,Craig Thomas,Moorcroft West Side 18-1,98,
U.S. Senate,,R,Crook,Craig Thomas,Moorcroft East Side 18-2,68,
U.S. Senate,,R,Crook,Craig Thomas,New Haven Community Bldg. 23-23,35,
U.S. Senate,,R,Crook,Craig Thomas,Colony Community Bldg. 24-24,25,
U.S. Senate,,R,Crook,Craig Thomas,Oshoto Community Bldg. 26-26,40,
U.S. Senate,,R,Crook,Craig Thomas,,1694,TRUE
U.S. House,1,R,Crook,Barbara Cubin,Sundance Inside North 1-1,164,
U.S. House,1,R,Crook,Barbara Cubin,Sundance Inside South 1-2,114,
U.S. House,1,R,Crook,Barbara Cubin,Sundance Outside 2-2,173,
U.S. House,1,R,Crook,Barbara Cubin,Beulah Community Bldg. 3-3,43,
U.S. House,1,R,Crook,Barbara Cubin,Aladdin Community 7-7,76,
U.S. House,1,R,Crook,Barbara Cubin,Alva Church 9-9,39,
U.S. House,1,R,Crook,Barbara Cubin,Tower Junction 11-11,82,
U.S. House,1,R,Crook,Barbara Cubin,Elmore 12-12,53,
U.S. House,1,R,Crook,Barbara Cubin,Hulett Outside 13-13,115,
U.S. House,1,R,Crook,Barbara Cubin,Hulett Inside 14-14,61,
U.S. House,1,R,Crook,Barbara Cubin,Pine Haven Town Hall 15-15,119,
U.S. House,1,R,Crook,Barbara Cubin,Moorcroft Outside 16-16,97,
U.S. House,1,R,Crook,Barbara Cubin,Moorcroft West Side 18-1,74,
U.S. House,1,R,Crook,Barbara Cubin,Moorcroft East Side 18-2,55,
U.S. House,1,R,Crook,Barbara Cubin,New Haven Community Bldg. 23-23,28,
U.S. House,1,R,Crook,Barbara Cubin,Colony Community Bldg. 24-24,22,
U.S. House,1,R,Crook,Barbara Cubin,Oshoto Community Bldg. 26-26,37,
U.S. House,1,R,Crook,Barbara Cubin,,1352,TRUE
U.S. House,1,R,Crook,Bill Winney,Sundance Inside North 1-1,62,
U.S. House,1,R,Crook,Bill Winney,Sundance Inside South 1-2,64,
U.S. House,1,R,Crook,Bill Winney,Sundance Outside 2-2,69,
U.S. House,1,R,Crook,Bill Winney,Beulah Community Bldg. 3-3,12,
U.S. House,1,R,Crook,Bill Winney,Aladdin Community 7-7,26,
U.S. House,1,R,Crook,Bill Winney,Alva Church 9-9,9,
U.S. House,1,R,Crook,Bill Winney,Tower Junction 11-11,41,
U.S. House,1,R,Crook,Bill Winney,Elmore 12-12,32,
U.S. House,1,R,Crook,Bill Winney,Hulett Outside 13-13,23,
U.S. House,1,R,Crook,Bill Winney,Hulett Inside 14-14,18,
U.S. House,1,R,Crook,Bill Winney,Pine Haven Town Hall 15-15,30,
U.S. House,1,R,Crook,Bill Winney,Moorcroft Outside 16-16,30,
U.S. House,1,R,Crook,Bill Winney,Moorcroft West Side 18-1,36,
U.S. House,1,R,Crook,Bill Winney,Moorcroft East Side 18-2,15,
U.S. House,1,R,Crook,Bill Winney,New Haven Community Bldg. 23-23,7,
U.S. House,1,R,Crook,Bill Winney,Colony Community Bldg. 24-24,3,
U.S. House,1,R,Crook,Bill Winney,Oshoto Community Bldg. 26-26,5,
U.S. House,1,R,Crook,Bill Winney,,482,
Governor,,R,Crook,Ray Hunkins,Sundance Inside North 1-1,134,
Governor,,R,Crook,Ray Hunkins,Sundance Inside South 1-2,87,
Governor,,R,Crook,Ray Hunkins,Sundance Outside 2-2,149,
Governor,,R,Crook,Ray Hunkins,Beulah Community Bldg. 3-3,33,
Governor,,R,Crook,Ray Hunkins,Aladdin Community 7-7,59,
Governor,,R,Crook,Ray Hunkins,Alva Church 9-9,18,
Governor,,R,Crook,Ray Hunkins,Tower Junction 11-11,68,
Governor,,R,Crook,Ray Hunkins,Elmore 12-12,50,
Governor,,R,Crook,Ray Hunkins,Hulett Outside 13-13,90,
Governor,,R,Crook,Ray Hunkins,Hulett Inside 14-14,43,
Governor,,R,Crook,Ray Hunkins,Pine Haven Town Hall 15-15,94,
Governor,,R,Crook,Ray Hunkins,Moorcroft Outside 16-16,72,
Governor,,R,Crook,Ray Hunkins,Moorcroft West Side 18-1,55,
Governor,,R,Crook,Ray Hunkins,Moorcroft East Side 18-2,38,
Governor,,R,Crook,Ray Hunkins,New Haven Community Bldg. 23-23,25,
Governor,,R,Crook,Ray Hunkins,Colony Community Bldg. 24-24,18,
Governor,,R,Crook,Ray Hunkins,Oshoto Community Bldg. 26-26,21,
Governor,,R,Crook,Ray Hunkins,,1054,TRUE
Governor,,R,Crook,John H. Self,Sundance Inside North 1-1,46,
Governor,,R,Crook,John H. Self,Sundance Inside South 1-2,39,
Governor,,R,Crook,John H. Self,Sundance Outside 2-2,46,
Governor,,R,Crook,John H. Self,Beulah Community Bldg. 3-3,15,
Governor,,R,Crook,John H. Self,Aladdin Community 7-7,18,
Governor,,R,Crook,John H. Self,Alva Church 9-9,16,
Governor,,R,Crook,John H. Self,Tower Junction 11-11,28,
Governor,,R,Crook,John H. Self,Elmore 12-12,22,
Governor,,R,Crook,John H. Self,Hulett Outside 13-13,18,
Governor,,R,Crook,John H. Self,Hulett Inside 14-14,19,
Governor,,R,Crook,John H. Self,Pine Haven Town Hall 15-15,39,
Governor,,R,Crook,John H. Self,Moorcroft Outside 16-16,26,
Governor,,R,Crook,John H. Self,Moorcroft West Side 18-1,35,
Governor,,R,Crook,John H. Self,Moorcroft East Side 18-2,20,
Governor,,R,Crook,John H. Self,New Haven Community Bldg. 23-23,4,
Governor,,R,Crook,John H. Self,Colony Community Bldg. 24-24,5,
Governor,,R,Crook,John H. Self,Oshoto Community Bldg. 26-26,10,
Governor,,R,Crook,John H. Self,,406,
Secretary of State,,R,Crook,Mary Ann Collins,Sundance Inside North 1-1,87,
Secretary of State,,R,Crook,Mary Ann Collins,Sundance Inside South 1-2,49,
Secretary of State,,R,Crook,Mary Ann Collins,Sundance Outside 2-2,62,
Secretary of State,,R,Crook,Mary Ann Collins,Beulah Community Bldg. 3-3,19,
Secretary of State,,R,Crook,Mary Ann Collins,Aladdin Community 7-7,26,
Secretary of State,,R,Crook,Mary Ann Collins,Alva Church 9-9,15,
Secretary of State,,R,Crook,Mary Ann Collins,Tower Junction 11-11,44,
Secretary of State,,R,Crook,Mary Ann Collins,Elmore 12-12,35,
Secretary of State,,R,Crook,Mary Ann Collins,Hulett Outside 13-13,48,
Secretary of State,,R,Crook,Mary Ann Collins,Hulett Inside 14-14,28,
Secretary of State,,R,Crook,Mary Ann Collins,Pine Haven Town Hall 15-15,69,
Secretary of State,,R,Crook,Mary Ann Collins,Moorcroft Outside 16-16,46,
Secretary of State,,R,Crook,Mary Ann Collins,Moorcroft West Side 18-1,40,
Secretary of State,,R,Crook,Mary Ann Collins,Moorcroft East Side 18-2,32,
Secretary of State,,R,Crook,Mary Ann Collins,New Haven Community Bldg. 23-23,9,
Secretary of State,,R,Crook,Mary Ann Collins,Colony Community Bldg. 24-24,10,
Secretary of State,,R,Crook,Mary Ann Collins,Oshoto Community Bldg. 26-26,19,
Secretary of State,,R,Crook,Mary Ann Collins,,638,
Secretary of State,,R,Crook,Max Maxfield,Sundance Inside North 1-1,130,
Secretary of State,,R,Crook,Max Maxfield,Sundance Inside South 1-2,108,
Secretary of State,,R,Crook,Max Maxfield,Sundance Outside 2-2,164,
Secretary of State,,R,Crook,Max Maxfield,Beulah Community Bldg. 3-3,32,
Secretary of State,,R,Crook,Max Maxfield,Aladdin Community 7-7,66,
Secretary of State,,R,Crook,Max Maxfield,Alva Church 9-9,28,
Secretary of State,,R,Crook,Max Maxfield,Tower Junction 11-11,73,
Secretary of State,,R,Crook,Max Maxfield,Elmore 12-12,47,
Secretary of State,,R,Crook,Max Maxfield,Hulett Outside 13-13,81,
Secretary of State,,R,Crook,Max Maxfield,Hulett Inside 14-14,47,
Secretary of State,,R,Crook,Max Maxfield,Pine Haven Town Hall 15-15,77,
Secretary of State,,R,Crook,Max Maxfield,Moorcroft Outside 16-16,71,
Secretary of State,,R,Crook,Max Maxfield,Moorcroft West Side 18-1,67,
Secretary of State,,R,Crook,Max Maxfield,Moorcroft East Side 18-2,35,
Secretary of State,,R,Crook,Max Maxfield,New Haven Community Bldg. 23-23,24,
Secretary of State,,R,Crook,Max Maxfield,Colony Community Bldg. 24-24,14,
Secretary of State,,R,Crook,Max Maxfield,Oshoto Community Bldg. 26-26,23,
Secretary of State,,R,Crook,Max Maxfield,,1087,TRUE
State Auditor,,R,Crook,Bruce Brown,Sundance Inside North 1-1,175,
State Auditor,,R,Crook,Bruce Brown,Sundance Inside South 1-2,121,
State Auditor,,R,Crook,Bruce Brown,Sundance Outside 2-2,180,
State Auditor,,R,Crook,Bruce Brown,Beulah Community Bldg. 3-3,30,
