office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Sheridan,Craig Thomas,Ed Hammer Inc. 1-1,108,
U.S. Senate,,R,Sheridan,Craig Thomas,Fairgrounds Exhibit Hall (Sagebrush) 2-1,124,
U.S. Senate,,R,Sheridan,Craig Thomas,Sheridan Senior Citizens Center 2-2,119,
U.S. Senate,,R,Sheridan,Craig Thomas,Fairgrounds Exhibit Hall (Sagebrush 2) 2-3,294,
U.S. Senate,,R,Sheridan,Craig Thomas,Sheridan Senior Citizens Center 2-4,162,
U.S. Senate,,R,Sheridan,Craig Thomas,Fairgrounds Exhibit Hall (Highland) 2-5,396,
U.S. Senate,,R,Sheridan,Craig Thomas,Sheridan County Courthouse 3-2,96,
U.S. Senate,,R,Sheridan,Craig Thomas,Holy Name Church (St. Peters) 3-3,103,
U.S. Senate,,R,Sheridan,Craig Thomas,Bethesda Worship/Sheridan 3-4,273,
U.S. Senate,,R,Sheridan,Craig Thomas,Meadowlark School 3-5,296,
U.S. Senate,,R,Sheridan,Craig Thomas,Coffeen School 4-2,181,
U.S. Senate,,R,Sheridan,Craig Thomas,Holy Name Church (Central) 4-3,136,
U.S. Senate,,R,Sheridan,Craig Thomas,Holy Name Church 4-4,47,
U.S. Senate,,R,Sheridan,Craig Thomas,Tourist Information Center 5-1,44,
U.S. Senate,,R,Sheridan,Craig Thomas,National Guard Armory 6-1,224,
U.S. Senate,,R,Sheridan,Craig Thomas,Beckton School 7-1,88,
U.S. Senate,,R,Sheridan,Craig Thomas,Story Women's Club 8-1,151,
U.S. Senate,,R,Sheridan,Craig Thomas,Arvada Church 9-1,20,
U.S. Senate,,R,Sheridan,Craig Thomas,Clearmont Town Hall 10-1,75,
U.S. Senate,,R,Sheridan,Craig Thomas,Woodland Park School 11-1,239,
U.S. Senate,,R,Sheridan,Craig Thomas,Big Horn Women's Club 12-1,419,
U.S. Senate,,R,Sheridan,Craig Thomas,Fairgrounds Exhibit Hall (Church)13-1,140,
U.S. Senate,,R,Sheridan,Craig Thomas,WY Agriculture Sub Station 16-1,94,
U.S. Senate,,R,Sheridan,Craig Thomas,Ranchester (Inside) 17-1,110,
U.S. Senate,,R,Sheridan,Craig Thomas,Ranchester (Outside) 17-2,74,
U.S. Senate,,R,Sheridan,Craig Thomas,Ranchester Town Hall (Slack) 18-1,20,
U.S. Senate,,R,Sheridan,Craig Thomas,Prairie Dog Women's Club 19-1,87,
U.S. Senate,,R,Sheridan,Craig Thomas,Dayton Town Hall 20-1,130,
U.S. Senate,,R,Sheridan,Craig Thomas,Dayton Town Hall 20-2,34,
U.S. Senate,,R,Sheridan,Craig Thomas,,4284,TRUE
U.S. House,1,R,Sheridan,Barbara Cubin,Ed Hammer Inc. 1-1,67,
U.S. House,1,R,Sheridan,Barbara Cubin,Fairgrounds Exhibit Hall (Sagebrush) 2-1,79,
