office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Carbon,Craig Thomas,Pershing Elementary School/Rawlins 1-1,82,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 1-2,49,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 2-1,101,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 2-2,212,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 3-1,140,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 3-2,165,
U.S. Senate,,R,Carbon,Craig Thomas,Muddy Gap Fire Station 4-1,8,
U.S. Senate,,R,Carbon,Craig Thomas,Sinclair Town Hall 5-1,88,
U.S. Senate,,R,Carbon,Craig Thomas,In the Bar Cabin/Leo 6-1,22,
U.S. Senate,,R,Carbon,Craig Thomas,Medicine Bow Senior Center 7-1,63,
U.S. Senate,,R,Carbon,Craig Thomas,Hanna Town Hall 8-1,99,
U.S. Senate,,R,Carbon,Craig Thomas,Elk Mountain Senior Center 9-1,87,
U.S. Senate,,R,Carbon,Craig Thomas,McFadden Fire Station 10-1,37,
U.S. Senate,,R,Carbon,Craig Thomas,Saratoga Senior Center 11-1,307,
U.S. Senate,,R,Carbon,Craig Thomas,Saratoga Senior Center 11-2,138,
U.S. Senate,,R,Carbon,Craig Thomas,Encampment Senior Center 12-1,118,
U.S. Senate,,R,Carbon,Craig Thomas,Riverside Town Hall 13-1,123,
U.S. Senate,,R,Carbon,Craig Thomas,Dixon Senior Center 14-1,38,
U.S. Senate,,R,Carbon,Craig Thomas,Baggs Senior Center 15-1,93,
U.S. Senate,,R,Carbon,Craig Thomas,,1970,TRUE
U.S. House,1,R,Carbon,Barbara Cubin,Pershing Elementary School/Rawlins 1-1,55,
U.S. House,1,R,Carbon,Barbara Cubin,Jeffrey Center/Rawlins 1-2,36,
U.S. House,1,R,Carbon,Barbara Cubin,Jeffrey Center/Rawlins 2-1,56,
U.S. House,1,R,Carbon,Barbara Cubin,Jeffrey Center/Rawlins 2-2,113,
U.S. House,1,R,Carbon,Barbara Cubin,Jeffrey Center/Rawlins 3-1,71,
U.S. House,1,R,Carbon,Barbara Cubin,Jeffrey Center/Rawlins 3-2,103,
U.S. House,1,R,Carbon,Barbara Cubin,Muddy Gap Fire Station 4-1,3,
U.S. House,1,R,Carbon,Barbara Cubin,Sinclair Town Hall 5-1,46,
U.S. House,1,R,Carbon,Barbara Cubin,In the Bar Cabin/Leo 6-1,18,
U.S. House,1,R,Carbon,Barbara Cubin,Medicine Bow Senior Center 7-1,42,
U.S. House,1,R,Carbon,Barbara Cubin,Hanna Town Hall 8-1,78,
U.S. House,1,R,Carbon,Barbara Cubin,Elk Mountain Senior Center 9-1,59,
U.S. House,1,R,Carbon,Barbara Cubin,McFadden Fire Station 10-1,33,
U.S. House,1,R,Carbon,Barbara Cubin,Saratoga Senior Center 11-1,208,
U.S. House,1,R,Carbon,Barbara Cubin,Saratoga Senior Center 11-2,100,
U.S. House,1,R,Carbon,Barbara Cubin,Encampment Senior Center 12-1,82,
U.S. House,1,R,Carbon,Barbara Cubin,Riverside Town Hall 13-1,91,
U.S. House,1,R,Carbon,Barbara Cubin,Dixon Senior Center 14-1,27,
U.S. House,1,R,Carbon,Barbara Cubin,Baggs Senior Center 15-1,84,
U.S. House,1,R,Carbon,Barbara Cubin,,1305,TRUE
U.S. House,1,R,Carbon,Bill Winney,Pershing Elementary School/Rawlins 1-1,31,
U.S. House,1,R,Carbon,Bill Winney,Jeffrey Center/Rawlins 1-2,15,
U.S. House,1,R,Carbon,Bill Winney,Jeffrey Center/Rawlins 2-1,52,
U.S. House,1,R,Carbon,Bill Winney,Jeffrey Center/Rawlins 2-2,108,
U.S. House,1,R,Carbon,Bill Winney,Jeffrey Center/Rawlins 3-1,79,
U.S. House,1,R,Carbon,Bill Winney,Jeffrey Center/Rawlins 3-2,64,
U.S. House,1,R,Carbon,Bill Winney,Muddy Gap Fire Station 4-1,5,
U.S. House,1,R,Carbon,Bill Winney,Sinclair Town Hall 5-1,43,
U.S. House,1,R,Carbon,Bill Winney,In the Bar Cabin/Leo 6-1,2,
U.S. House,1,R,Carbon,Bill Winney,Medicine Bow Senior Center 7-1,23,
U.S. House,1,R,Carbon,Bill Winney,Hanna Town Hall 8-1,30,
U.S. House,1,R,Carbon,Bill Winney,Elk Mountain Senior Center 9-1,33,
U.S. House,1,R,Carbon,Bill Winney,McFadden Fire Station 10-1,4,
U.S. House,1,R,Carbon,Bill Winney,Saratoga Senior Center 11-1,117,
U.S. House,1,R,Carbon,Bill Winney,Saratoga Senior Center 11-2,39,
U.S. House,1,R,Carbon,Bill Winney,Encampment Senior Center 12-1,40,
U.S. House,1,R,Carbon,Bill Winney,Riverside Town Hall 13-1,38,
U.S. House,1,R,Carbon,Bill Winney,Dixon Senior Center 14-1,13,
U.S. House,1,R,Carbon,Bill Winney,Baggs Senior Center 15-1,12,
U.S. House,1,R,Carbon,Bill Winney,,748,
Governor,,R,Carbon,Ray Hunkins,Pershing Elementary School/Rawlins 1-1,62,
Governor,,R,Carbon,Ray Hunkins,Jeffrey Center/Rawlins 1-2,32,
Governor,,R,Carbon,Ray Hunkins,Jeffrey Center/Rawlins 2-1,72,
Governor,,R,Carbon,Ray Hunkins,Jeffrey Center/Rawlins 2-2,145,
Governor,,R,Carbon,Ray Hunkins,Jeffrey Center/Rawlins 3-1,98,
Governor,,R,Carbon,Ray Hunkins,Jeffrey Center/Rawlins 3-2,116,
Governor,,R,Carbon,Ray Hunkins,Muddy Gap Fire Station 4-1,6,
Governor,,R,Carbon,Ray Hunkins,Sinclair Town Hall 5-1,61,
Governor,,R,Carbon,Ray Hunkins,In the Bar Cabin/Leo 6-1,13,
Governor,,R,Carbon,Ray Hunkins,Medicine Bow Senior Center 7-1,46,
Governor,,R,Carbon,Ray Hunkins,Hanna Town Hall 8-1,68,
Governor,,R,Carbon,Ray Hunkins,Elk Mountain Senior Center 9-1,70,
Governor,,R,Carbon,Ray Hunkins,McFadden Fire Station 10-1,32,
Governor,,R,Carbon,Ray Hunkins,Saratoga Senior Center 11-1,240,
Governor,,R,Carbon,Ray Hunkins,Saratoga Senior Center 11-2,97,
Governor,,R,Carbon,Ray Hunkins,Encampment Senior Center 12-1,85,
Governor,,R,Carbon,Ray Hunkins,Riverside Town Hall 13-1,82,
Governor,,R,Carbon,Ray Hunkins,Dixon Senior Center 14-1,27,
Governor,,R,Carbon,Ray Hunkins,Baggs Senior Center 15-1,57,
Governor,,R,Carbon,Ray Hunkins,,1409,TRUE
Governor,,R,Carbon,John H. Self,Pershing Elementary School/Rawlins 1-1,15,
Governor,,R,Carbon,John H. Self,Jeffrey Center/Rawlins 1-2,18,
Governor,,R,Carbon,John H. Self,Jeffrey Center/Rawlins 2-1,21,
Governor,,R,Carbon,John H. Self,Jeffrey Center/Rawlins 2-2,44,
Governor,,R,Carbon,John H. Self,Jeffrey Center/Rawlins 3-1,24,
Governor,,R,Carbon,John H. Self,Jeffrey Center/Rawlins 3-2,32,
Governor,,R,Carbon,John H. Self,Muddy Gap Fire Station 4-1,2,
Governor,,R,Carbon,John H. Self,Sinclair Town Hall 5-1,21,
Governor,,R,Carbon,John H. Self,In the Bar Cabin/Leo 6-1,4,
Governor,,R,Carbon,John H. Self,Medicine Bow Senior Center 7-1,12,
Governor,,R,Carbon,John H. Self,Hanna Town Hall 8-1,29,
Governor,,R,Carbon,John H. Self,Elk Mountain Senior Center 9-1,14,
Governor,,R,Carbon,John H. Self,McFadden Fire Station 10-1,2,
