office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Teton,Craig Thomas,Lower Valley Energy 1-1,234,
U.S. Senate,,R,Teton,Craig Thomas,LDS Church 1-2,140,
U.S. Senate,,R,Teton,Craig Thomas,National Museum of Wildlife Art 1-3,150,
U.S. Senate,,R,Teton,Craig Thomas,Recreation Center 1-4,128,
U.S. Senate,,R,Teton,Craig Thomas,Teton County Fair Building 1-5,173,
U.S. Senate,,R,Teton,Craig Thomas,Presbyterian Church 1-6,147,
U.S. Senate,,R,Teton,Craig Thomas,Jackson Hole Christian Center 1-7,181,
U.S. Senate,,R,Teton,Craig Thomas,Jackson Senior Center 1-8,179,
U.S. Senate,,R,Teton,Craig Thomas,Teton County Library 1-9,119,
U.S. Senate,,R,Teton,Craig Thomas,WYDOT 1-10,188,
U.S. Senate,,R,Teton,Craig Thomas,Jackson Hole Airport 2-1,221,
U.S. Senate,,R,Teton,Craig Thomas,National Museum of Wildlife Art 2-2,11,
U.S. Senate,,R,Teton,Craig Thomas,Moran School 3-1,47,
U.S. Senate,,R,Teton,Craig Thomas,Wilson School 4-1,119,
U.S. Senate,,R,Teton,Craig Thomas,New Wilson Fire House 4-2,200,
U.S. Senate,,R,Teton,Craig Thomas,Old Wilson School Community Center 4-3,87,
U.S. Senate,,R,Teton,Craig Thomas,Teton Village Fire House 4-4,190,
U.S. Senate,,R,Teton,Craig Thomas,Alta School 5-1,57,
U.S. Senate,,R,Teton,Craig Thomas,,2571,TRUE
U.S. House,1,R,Teton,Barbara Cubin,Lower Valley Energy 1-1,133,
U.S. House,1,R,Teton,Barbara Cubin,LDS Church 1-2,82,
U.S. House,1,R,Teton,Barbara Cubin,National Museum of Wildlife Art 1-3,79,
U.S. House,1,R,Teton,Barbara Cubin,Recreation Center 1-4,77,
U.S. House,1,R,Teton,Barbara Cubin,Teton County Fair Building 1-5,93,
U.S. House,1,R,Teton,Barbara Cubin,Presbyterian Church 1-6,81,
U.S. House,1,R,Teton,Barbara Cubin,Jackson Hole Christian Center 1-7,101,
U.S. House,1,R,Teton,Barbara Cubin,Jackson Senior Center 1-8,106,
U.S. House,1,R,Teton,Barbara Cubin,Teton County Library 1-9,67,
U.S. House,1,R,Teton,Barbara Cubin,WYDOT 1-10,120,
U.S. House,1,R,Teton,Barbara Cubin,Jackson Hole Airport 2-1,137,
U.S. House,1,R,Teton,Barbara Cubin,National Museum of Wildlife Art 2-2,8,
U.S. House,1,R,Teton,Barbara Cubin,Moran School 3-1,31,
U.S. House,1,R,Teton,Barbara Cubin,Wilson School 4-1,67,
U.S. House,1,R,Teton,Barbara Cubin,New Wilson Fire House 4-2,116,
U.S. House,1,R,Teton,Barbara Cubin,Old Wilson School Community Center 4-3,40,
U.S. House,1,R,Teton,Barbara Cubin,Teton Village Fire House 4-4,84,
U.S. House,1,R,Teton,Barbara Cubin,Alta School 5-1,31,
U.S. House,1,R,Teton,Barbara Cubin,,1453,
U.S. House,1,R,Teton,Bill Winney,Lower Valley Energy 1-1,132,
U.S. House,1,R,Teton,Bill Winney,LDS Church 1-2,89,
U.S. House,1,R,Teton,Bill Winney,National Museum of Wildlife Art 1-3,86,
U.S. House,1,R,Teton,Bill Winney,Recreation Center 1-4,65,
U.S. House,1,R,Teton,Bill Winney,Teton County Fair Building 1-5,119,
U.S. House,1,R,Teton,Bill Winney,Presbyterian Church 1-6,101,
U.S. House,1,R,Teton,Bill Winney,Jackson Hole Christian Center 1-7,113,
U.S. House,1,R,Teton,Bill Winney,Jackson Senior Center 1-8,119,
U.S. House,1,R,Teton,Bill Winney,Teton County Library 1-9,77,
U.S. House,1,R,Teton,Bill Winney,WYDOT 1-10,79,
U.S. House,1,R,Teton,Bill Winney,Jackson Hole Airport 2-1,99,
U.S. House,1,R,Teton,Bill Winney,National Museum of Wildlife Art 2-2,6,
U.S. House,1,R,Teton,Bill Winney,Moran School 3-1,20,
U.S. House,1,R,Teton,Bill Winney,Wilson School 4-1,74,
U.S. House,1,R,Teton,Bill Winney,New Wilson Fire House 4-2,100,
U.S. House,1,R,Teton,Bill Winney,Old Wilson School Community Center 4-3,67,
U.S. House,1,R,Teton,Bill Winney,Teton Village Fire House 4-4,145,
U.S. House,1,R,Teton,Bill Winney,Alta School 5-1,28,
U.S. House,1,R,Teton,Bill Winney,,1519,
Governor,,R,Teton,Ray Hunkins,Lower Valley Energy 1-1,141,
Governor,,R,Teton,Ray Hunkins,LDS Church 1-2,72,
Governor,,R,Teton,Ray Hunkins,National Museum of Wildlife Art 1-3,102,
Governor,,R,Teton,Ray Hunkins,Recreation Center 1-4,70,
Governor,,R,Teton,Ray Hunkins,Teton County Fair Building 1-5,92,
Governor,,R,Teton,Ray Hunkins,Presbyterian Church 1-6,78,
Governor,,R,Teton,Ray Hunkins,Jackson Hole Christian Center 1-7,92,
Governor,,R,Teton,Ray Hunkins,Jackson Senior Center 1-8,107,
Governor,,R,Teton,Ray Hunkins,Teton County Library 1-9,75,
Governor,,R,Teton,Ray Hunkins,WYDOT 1-10,104,
Governor,,R,Teton,Ray Hunkins,Jackson Hole Airport 2-1,128,
Governor,,R,Teton,Ray Hunkins,National Museum of Wildlife Art 2-2,9,
Governor,,R,Teton,Ray Hunkins,Moran School 3-1,30,
Governor,,R,Teton,Ray Hunkins,Wilson School 4-1,61,
Governor,,R,Teton,Ray Hunkins,New Wilson Fire House 4-2,120,
Governor,,R,Teton,Ray Hunkins,Old Wilson School Community Center 4-3,42,
Governor,,R,Teton,Ray Hunkins,Teton Village Fire House 4-4,103,
Governor,,R,Teton,Ray Hunkins,Alta School 5-1,35,
Governor,,R,Teton,Ray Hunkins,,1461,TRUE
Governor,,R,Teton,John H. Self,Lower Valley Energy 1-1,64,
Governor,,R,Teton,John H. Self,LDS Church 1-2,41,
Governor,,R,Teton,John H. Self,National Museum of Wildlife Art 1-3,20,
Governor,,R,Teton,John H. Self,Recreation Center 1-4,32,
Governor,,R,Teton,John H. Self,Teton County Fair Building 1-5,53,
Governor,,R,Teton,John H. Self,Presbyterian Church 1-6,59,
Governor,,R,Teton,John H. Self,Jackson Hole Christian Center 1-7,50,
Governor,,R,Teton,John H. Self,Jackson Senior Center 1-8,55,
Governor,,R,Teton,John H. Self,Teton County Library 1-9,31,
Governor,,R,Teton,John H. Self,WYDOT 1-10,54,
Governor,,R,Teton,John H. Self,Jackson Hole Airport 2-1,28,
Governor,,R,Teton,John H. Self,National Museum of Wildlife Art 2-2,4,
Governor,,R,Teton,John H. Self,Moran School 3-1,15,
Governor,,R,Teton,John H. Self,Wilson School 4-1,37,
Governor,,R,Teton,John H. Self,New Wilson Fire House 4-2,36,
Governor,,R,Teton,John H. Self,Old Wilson School Community Center 4-3,35,
Governor,,R,Teton,John H. Self,Teton Village Fire House 4-4,46,
Governor,,R,Teton,John H. Self,Alta School 5-1,21,
Governor,,R,Teton,John H. Self,,681,
Secretary of State,,R,Teton,Mary Ann Collins,Lower Valley Energy 1-1,127,
Secretary of State,,R,Teton,Mary Ann Collins,LDS Church 1-2,64,
Secretary of State,,R,Teton,Mary Ann Collins,National Museum of Wildlife Art 1-3,85,
Secretary of State,,R,Teton,Mary Ann Collins,Recreation Center 1-4,55,
Secretary of State,,R,Teton,Mary Ann Collins,Teton County Fair Building 1-5,88,
Secretary of State,,R,Teton,Mary Ann Collins,Presbyterian Church 1-6,73,
Secretary of State,,R,Teton,Mary Ann Collins,Jackson Hole Christian Center 1-7,91,
Secretary of State,,R,Teton,Mary Ann Collins,Jackson Senior Center 1-8,81,
Secretary of State,,R,Teton,Mary Ann Collins,Teton County Library 1-9,46,
Secretary of State,,R,Teton,Mary Ann Collins,WYDOT 1-10,87,
Secretary of State,,R,Teton,Mary Ann Collins,Jackson Hole Airport 2-1,111,
Secretary of State,,R,Teton,Mary Ann Collins,National Museum of Wildlife Art 2-2,12,
Secretary of State,,R,Teton,Mary Ann Collins,Moran School 3-1,24,
Secretary of State,,R,Teton,Mary Ann Collins,Wilson School 4-1,45,
Secretary of State,,R,Teton,Mary Ann Collins,New Wilson Fire House 4-2,93,
Secretary of State,,R,Teton,Mary Ann Collins,Old Wilson School Community Center 4-3,33,
Secretary of State,,R,Teton,Mary Ann Collins,Teton Village Fire House 4-4,99,
Secretary of State,,R,Teton,Mary Ann Collins,Alta School 5-1,38,
Secretary of State,,R,Teton,Mary Ann Collins,,1252,TRUE
Secretary of State,,R,Teton,Max Maxfield,Lower Valley Energy 1-1,113,
Secretary of State,,R,Teton,Max Maxfield,LDS Church 1-2,78,
Secretary of State,,R,Teton,Max Maxfield,National Museum of Wildlife Art 1-3,50,
Secretary of State,,R,Teton,Max Maxfield,Recreation Center 1-4,66,
Secretary of State,,R,Teton,Max Maxfield,Teton County Fair Building 1-5,81,
Secretary of State,,R,Teton,Max Maxfield,Presbyterian Church 1-6,77,
Secretary of State,,R,Teton,Max Maxfield,Jackson Hole Christian Center 1-7,75,
Secretary of State,,R,Teton,Max Maxfield,Jackson Senior Center 1-8,101,
Secretary of State,,R,Teton,Max Maxfield,Teton County Library 1-9,74,
Secretary of State,,R,Teton,Max Maxfield,WYDOT 1-10,93,
Secretary of State,,R,Teton,Max Maxfield,Jackson Hole Airport 2-1,85,
Secretary of State,,R,Teton,Max Maxfield,National Museum of Wildlife Art 2-2,2,
Secretary of State,,R,Teton,Max Maxfield,Moran School 3-1,23,
Secretary of State,,R,Teton,Max Maxfield,Wilson School 4-1,66,
Secretary of State,,R,Teton,Max Maxfield,New Wilson Fire House 4-2,80,
Secretary of State,,R,Teton,Max Maxfield,Old Wilson School Community Center 4-3,41,
Secretary of State,,R,Teton,Max Maxfield,Teton Village Fire House 4-4,75,
Secretary of State,,R,Teton,Max Maxfield,Alta School 5-1,20,
Secretary of State,,R,Teton,Max Maxfield,,1200,
State Auditor,,R,Teton,Bruce Brown,Lower Valley Energy 1-1,87,
State Auditor,,R,Teton,Bruce Brown,LDS Church 1-2,36,
