office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Sublette,Craig Thomas,Pinedale 1-1,326,
U.S. Senate,,R,Sublette,Craig Thomas,Pinedale West 1-3,256,
U.S. Senate,,R,Sublette,Craig Thomas,Boulder 1-4,138,
U.S. Senate,,R,Sublette,Craig Thomas,Big Piney 2-1,289,
U.S. Senate,,R,Sublette,Craig Thomas,Marbleton 2-2,137,
U.S. Senate,,R,Sublette,Craig Thomas,Marbleton North 2-4,51,
U.S. Senate,,R,Sublette,Craig Thomas,Cora 4-1,109,
U.S. Senate,,R,Sublette,Craig Thomas,Daniel 4-2,132,
U.S. Senate,,R,Sublette,Craig Thomas,Bondurant 5-1,60,
U.S. Senate,,R,Sublette,Craig Thomas,,1498,TRUE
U.S. House,1,R,Sublette,Barbara Cubin,Pinedale 1-1,189,
U.S. House,1,R,Sublette,Barbara Cubin,Pinedale West 1-3,164,
U.S. House,1,R,Sublette,Barbara Cubin,Boulder 1-4,94,
U.S. House,1,R,Sublette,Barbara Cubin,Big Piney 2-1,199,
U.S. House,1,R,Sublette,Barbara Cubin,Marbleton 2-2,105,
U.S. House,1,R,Sublette,Barbara Cubin,Marbleton North 2-4,39,
U.S. House,1,R,Sublette,Barbara Cubin,Cora 4-1,67,
U.S. House,1,R,Sublette,Barbara Cubin,Daniel 4-2,93,
U.S. House,1,R,Sublette,Barbara Cubin,Bondurant 5-1,25,
U.S. House,1,R,Sublette,Barbara Cubin,,975,TRUE
U.S. House,1,R,Sublette,Bill Winney,Pinedale 1-1,165,
U.S. House,1,R,Sublette,Bill Winney,Pinedale West 1-3,115,
U.S. House,1,R,Sublette,Bill Winney,Boulder 1-4,57,
U.S. House,1,R,Sublette,Bill Winney,Big Piney 2-1,94,
U.S. House,1,R,Sublette,Bill Winney,Marbleton 2-2,42,
U.S. House,1,R,Sublette,Bill Winney,Marbleton North 2-4,12,
U.S. House,1,R,Sublette,Bill Winney,Cora 4-1,47,
U.S. House,1,R,Sublette,Bill Winney,Daniel 4-2,41,
U.S. House,1,R,Sublette,Bill Winney,Bondurant 5-1,38,
U.S. House,1,R,Sublette,Bill Winney,,611,
Governor,,R,Sublette,Ray Hunkins,Pinedale 1-1,184,
Governor,,R,Sublette,Ray Hunkins,Pinedale West 1-3,142,
Governor,,R,Sublette,Ray Hunkins,Boulder 1-4,89,
Governor,,R,Sublette,Ray Hunkins,Big Piney 2-1,190,
Governor,,R,Sublette,Ray Hunkins,Marbleton 2-2,103,
Governor,,R,Sublette,Ray Hunkins,Marbleton North 2-4,37,
Governor,,R,Sublette,Ray Hunkins,Cora 4-1,65,
Governor,,R,Sublette,Ray Hunkins,Daniel 4-2,75,
Governor,,R,Sublette,Ray Hunkins,Bondurant 5-1,25,
Governor,,R,Sublette,Ray Hunkins,,910,TRUE
Governor,,R,Sublette,John H. Self,Pinedale 1-1,77,
Governor,,R,Sublette,John H. Self,Pinedale West 1-3,64,
Governor,,R,Sublette,John H. Self,Boulder 1-4,30,
Governor,,R,Sublette,John H. Self,Big Piney 2-1,75,
Governor,,R,Sublette,John H. Self,Marbleton 2-2,24,
Governor,,R,Sublette,John H. Self,Marbleton North 2-4,12,
Governor,,R,Sublette,John H. Self,Cora 4-1,31,
Governor,,R,Sublette,John H. Self,Daniel 4-2,25,
Governor,,R,Sublette,John H. Self,Bondurant 5-1,13,
Governor,,R,Sublette,John H. Self,,351,
Secretary of State,,R,Sublette,Mary Ann Collins,Pinedale 1-1,151,
Secretary of State,,R,Sublette,Mary Ann Collins,Pinedale West 1-3,106,
Secretary of State,,R,Sublette,Mary Ann Collins,Boulder 1-4,60,
Secretary of State,,R,Sublette,Mary Ann Collins,Big Piney 2-1,114,
Secretary of State,,R,Sublette,Mary Ann Collins,Marbleton 2-2,65,
Secretary of State,,R,Sublette,Mary Ann Collins,Marbleton North 2-4,25,
Secretary of State,,R,Sublette,Mary Ann Collins,Cora 4-1,52,
