office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Carbon,Dale Groutage,Pershing Elementary School/Rawlins 1-1,144,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 1-2,37,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 2-1,120,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 2-2,134,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 3-1,114,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 3-2,113,
U.S. Senate,,D,Carbon,Dale Groutage,Muddy Gap Fire Station 4-1,6,
U.S. Senate,,D,Carbon,Dale Groutage,Sinclair Town Hall 5-1,45,
U.S. Senate,,D,Carbon,Dale Groutage,In the Bar Cabin/Leo 6-1,3,
U.S. Senate,,D,Carbon,Dale Groutage,Medicine Bow Senior Center 7-1,41,
U.S. Senate,,D,Carbon,Dale Groutage,Hanna Town Hall 8-1,110,
U.S. Senate,,D,Carbon,Dale Groutage,Elk Mountain Senior Center 9-1,12,
U.S. Senate,,D,Carbon,Dale Groutage,McFadden Fire Station 10-1,4,
U.S. Senate,,D,Carbon,Dale Groutage,Saratoga Senior Center 11-1,115,
U.S. Senate,,D,Carbon,Dale Groutage,Saratoga Senior Center 11-2,29,
U.S. Senate,,D,Carbon,Dale Groutage,Encampment Senior Center 12-1,49,
U.S. Senate,,D,Carbon,Dale Groutage,Riverside Town Hall 13-1,17,
U.S. Senate,,D,Carbon,Dale Groutage,Dixon Senior Center 14-1,24,
U.S. Senate,,D,Carbon,Dale Groutage,Baggs Senior Center 15-1,41,
U.S. Senate,,D,Carbon,Dale Groutage,,1158,TRUE
U.S. House,1,D,Carbon,Gary Trauner,Pershing Elementary School/Rawlins 1-1,147,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 1-2,38,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 2-1,124,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 2-2,138,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 3-1,114,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 3-2,120,
U.S. House,1,D,Carbon,Gary Trauner,Muddy Gap Fire Station 4-1,6,
U.S. House,1,D,Carbon,Gary Trauner,Sinclair Town Hall 5-1,46,
U.S. House,1,D,Carbon,Gary Trauner,In the Bar Cabin/Leo 6-1,3,
U.S. House,1,D,Carbon,Gary Trauner,Medicine Bow Senior Center 7-1,42,
U.S. House,1,D,Carbon,Gary Trauner,Hanna Town Hall 8-1,109,
U.S. House,1,D,Carbon,Gary Trauner,Elk Mountain Senior Center 9-1,12,
U.S. House,1,D,Carbon,Gary Trauner,McFadden Fire Station 10-1,4,
U.S. House,1,D,Carbon,Gary Trauner,Saratoga Senior Center 11-1,116,
U.S. House,1,D,Carbon,Gary Trauner,Saratoga Senior Center 11-2,30,
U.S. House,1,D,Carbon,Gary Trauner,Encampment Senior Center 12-1,49,
U.S. House,1,D,Carbon,Gary Trauner,Riverside Town Hall 13-1,18,
U.S. House,1,D,Carbon,Gary Trauner,Dixon Senior Center 14-1,21,
U.S. House,1,D,Carbon,Gary Trauner,Baggs Senior Center 15-1,39,
U.S. House,1,D,Carbon,Gary Trauner,,1176,TRUE
Governor,,D,Carbon,Dave Freudenthal,Pershing Elementary School/Rawlins 1-1,123,
Governor,,D,Carbon,Dave Freudenthal,Jeffrey Center/Rawlins 1-2,33,
Governor,,D,Carbon,Dave Freudenthal,Jeffrey Center/Rawlins 2-1,118,
Governor,,D,Carbon,Dave Freudenthal,Jeffrey Center/Rawlins 2-2,135,
Governor,,D,Carbon,Dave Freudenthal,Jeffrey Center/Rawlins 3-1,111,
Governor,,D,Carbon,Dave Freudenthal,Jeffrey Center/Rawlins 3-2,108,
Governor,,D,Carbon,Dave Freudenthal,Muddy Gap Fire Station 4-1,5,
Governor,,D,Carbon,Dave Freudenthal,Sinclair Town Hall 5-1,45,
Governor,,D,Carbon,Dave Freudenthal,In the Bar Cabin/Leo 6-1,2,
Governor,,D,Carbon,Dave Freudenthal,Medicine Bow Senior Center 7-1,39,
Governor,,D,Carbon,Dave Freudenthal,Hanna Town Hall 8-1,98,
Governor,,D,Carbon,Dave Freudenthal,Elk Mountain Senior Center 9-1,8,
Governor,,D,Carbon,Dave Freudenthal,McFadden Fire Station 10-1,3,
Governor,,D,Carbon,Dave Freudenthal,Saratoga Senior Center 11-1,128,
