office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Albany,Craig Thomas,Northern Albany County 11-1,131,
U.S. Senate,,R,Albany,Craig Thomas,Albany County Fairgrounds/Harmony 12-1,451,
U.S. Senate,,R,Albany,Craig Thomas,Centennial School 13-1,57,
U.S. Senate,,R,Albany,Craig Thomas,Rock River Town Hall 14-1,38,
U.S. Senate,,R,Albany,Craig Thomas,Slade School 31-1,5,
U.S. Senate,,R,Albany,Craig Thomas,Slade School 31-2,247,
U.S. Senate,,R,Albany,Craig Thomas,Albany County Public Library 31-3,74,
U.S. Senate,,R,Albany,Craig Thomas,Spring Creek School 31-4,74,
U.S. Senate,,R,Albany,Craig Thomas,Laramie Junior High School 41-1,187,
U.S. Senate,,R,Albany,Craig Thomas,Laramie Junior High School 41-2,78,
U.S. Senate,,R,Albany,Craig Thomas,Indian Paintbrush School 41-3,226,
U.S. Senate,,R,Albany,Craig Thomas,Indian Paintbrush School 41-4,16,
U.S. Senate,,R,Albany,Craig Thomas,Albany County Public Library 51-1,4,
U.S. Senate,,R,Albany,Craig Thomas,Albany County Public Library 51-2,55,
U.S. Senate,,R,Albany,Craig Thomas,Spring Creek School 51-3,81,
U.S. Senate,,R,Albany,Craig Thomas,Linford School 51-4,13,
U.S. Senate,,R,Albany,Craig Thomas,Linford School 51-5,283,
U.S. Senate,,R,Albany,Craig Thomas,Linford School 51-6,33,
U.S. Senate,,R,Albany,Craig Thomas,Beitel School 61-1,0,
U.S. Senate,,R,Albany,Craig Thomas,Beitel School 61-2,245,
U.S. Senate,,R,Albany,Craig Thomas,Thayer School 61-3,184,
U.S. Senate,,R,Albany,Craig Thomas,Thayer School 61-4,68,
U.S. Senate,,R,Albany,Craig Thomas,Total,2550,TRUE
U.S. House,1,R,Albany,Barbara Cubin,Northern Albany County 11-1,107,
U.S. House,1,R,Albany,Barbara Cubin,Albany County Fairgrounds/Harmony 12-1,321,
U.S. House,1,R,Albany,Barbara Cubin,Centennial School 13-1,41,
U.S. House,1,R,Albany,Barbara Cubin,Rock River Town Hall 14-1,27,
U.S. House,1,R,Albany,Barbara Cubin,Slade School 31-1,3,
U.S. House,1,R,Albany,Barbara Cubin,Slade School 31-2,163,
U.S. House,1,R,Albany,Barbara Cubin,Albany County Public Library 31-3,54,
U.S. House,1,R,Albany,Barbara Cubin,Spring Creek School 31-4,48,
U.S. House,1,R,Albany,Barbara Cubin,Laramie Junior High School 41-1,115,
U.S. House,1,R,Albany,Barbara Cubin,Laramie Junior High School 41-2,53,
U.S. House,1,R,Albany,Barbara Cubin,Indian Paintbrush School 41-3,132,
U.S. House,1,R,Albany,Barbara Cubin,Indian Paintbrush School 41-4,8,
U.S. House,1,R,Albany,Barbara Cubin,Albany County Public Library 51-1,3,
U.S. House,1,R,Albany,Barbara Cubin,Albany County Public Library 51-2,32,
U.S. House,1,R,Albany,Barbara Cubin,Spring Creek School 51-3,49,
U.S. House,1,R,Albany,Barbara Cubin,Linford School 51-4,10,
U.S. House,1,R,Albany,Barbara Cubin,Linford School 51-5,199,
U.S. House,1,R,Albany,Barbara Cubin,Linford School 51-6,23,
U.S. House,1,R,Albany,Barbara Cubin,Beitel School 61-1,0,
U.S. House,1,R,Albany,Barbara Cubin,Beitel School 61-2,144,
U.S. House,1,R,Albany,Barbara Cubin,Thayer School 61-3,125,
U.S. House,1,R,Albany,Barbara Cubin,Thayer School 61-4,46,
U.S. House,1,R,Albany,Barbara Cubin,Total,1703,TRUE
U.S. House,1,R,Albany,Bill Winney,Northern Albany County 11-1,24,
U.S. House,1,R,Albany,Bill Winney,Albany County Fairgrounds/Harmony 12-1,145,
U.S. House,1,R,Albany,Bill Winney,Centennial School 13-1,24,
U.S. House,1,R,Albany,Bill Winney,Rock River Town Hall 14-1,11,
U.S. House,1,R,Albany,Bill Winney,Slade School 31-1,3,
U.S. House,1,R,Albany,Bill Winney,Slade School 31-2,106,
U.S. House,1,R,Albany,Bill Winney,Albany County Public Library 31-3,30,
U.S. House,1,R,Albany,Bill Winney,Spring Creek School 31-4,31,
U.S. House,1,R,Albany,Bill Winney,Laramie Junior High School 41-1,79,
U.S. House,1,R,Albany,Bill Winney,Laramie Junior High School 41-2,29,
U.S. House,1,R,Albany,Bill Winney,Indian Paintbrush School 41-3,107,
U.S. House,1,R,Albany,Bill Winney,Indian Paintbrush School 41-4,9,
U.S. House,1,R,Albany,Bill Winney,Albany County Public Library 51-1,2,
U.S. House,1,R,Albany,Bill Winney,Albany County Public Library 51-2,30,
U.S. House,1,R,Albany,Bill Winney,Spring Creek School 51-3,38,
U.S. House,1,R,Albany,Bill Winney,Linford School 51-4,3,
U.S. House,1,R,Albany,Bill Winney,Linford School 51-5,93,
U.S. House,1,R,Albany,Bill Winney,Linford School 51-6,12,
U.S. House,1,R,Albany,Bill Winney,Beitel School 61-1,0,
U.S. House,1,R,Albany,Bill Winney,Beitel School 61-2,111,
U.S. House,1,R,Albany,Bill Winney,Thayer School 61-3,68,
U.S. House,1,R,Albany,Bill Winney,Thayer School 61-4,27,
U.S. House,1,R,Albany,Bill Winney,Total,982,
Governor,,R,Albany,Ray Hunkins,Northern Albany County 11-1,94,
Governor,,R,Albany,Ray Hunkins,Albany County Fairgrounds/Harmony 12-1,319,
Governor,,R,Albany,Ray Hunkins,Centennial School 13-1,48,
Governor,,R,Albany,Ray Hunkins,Rock River Town Hall 14-1,22,
Governor,,R,Albany,Ray Hunkins,Slade School 31-1,4,
Governor,,R,Albany,Ray Hunkins,Slade School 31-2,177,
Governor,,R,Albany,Ray Hunkins,Albany County Public Library 31-3,54,
Governor,,R,Albany,Ray Hunkins,Spring Creek School 31-4,50,
Governor,,R,Albany,Ray Hunkins,Laramie Junior High School 41-1,129,
Governor,,R,Albany,Ray Hunkins,Laramie Junior High School 41-2,61,
Governor,,R,Albany,Ray Hunkins,Indian Paintbrush School 41-3,173,
Governor,,R,Albany,Ray Hunkins,Indian Paintbrush School 41-4,8,
Governor,,R,Albany,Ray Hunkins,Albany County Public Library 51-1,0,
Governor,,R,Albany,Ray Hunkins,Albany County Public Library 51-2,34,
Governor,,R,Albany,Ray Hunkins,Spring Creek School 51-3,56,
Governor,,R,Albany,Ray Hunkins,Linford School 51-4,10,
Governor,,R,Albany,Ray Hunkins,Linford School 51-5,179,
Governor,,R,Albany,Ray Hunkins,Linford School 51-6,23,
Governor,,R,Albany,Ray Hunkins,Beitel School 61-1,0,
Governor,,R,Albany,Ray Hunkins,Beitel School 61-2,150,
Governor,,R,Albany,Ray Hunkins,Thayer School 61-3,142,
Governor,,R,Albany,Ray Hunkins,Thayer School 61-4,53,
Governor,,R,Albany,Ray Hunkins,Total,1786,TRUE
Governor,,R,Albany,John H. Self,Northern Albany County 11-1,27,
Governor,,R,Albany,John H. Self,Albany County Fairgrounds/Harmony 12-1,99,
Governor,,R,Albany,John H. Self,Centennial School 13-1,11,
Governor,,R,Albany,John H. Self,Rock River Town Hall 14-1,15,
Governor,,R,Albany,John H. Self,Slade School 31-1,2,
Governor,,R,Albany,John H. Self,Slade School 31-2,58,
Governor,,R,Albany,John H. Self,Albany County Public Library 31-3,14,
Governor,,R,Albany,John H. Self,Spring Creek School 31-4,20,
Governor,,R,Albany,John H. Self,Laramie Junior High School 41-1,42,
Governor,,R,Albany,John H. Self,Laramie Junior High School 41-2,13,
Governor,,R,Albany,John H. Self,Indian Paintbrush School 41-3,37,
Governor,,R,Albany,John H. Self,Indian Paintbrush School 41-4,4,
Governor,,R,Albany,John H. Self,Albany County Public Library 51-1,1,
Governor,,R,Albany,John H. Self,Albany County Public Library 51-2,16,
Governor,,R,Albany,John H. Self,Spring Creek School 51-3,20,
Governor,,R,Albany,John H. Self,Linford School 51-4,3,
Governor,,R,Albany,John H. Self,Linford School 51-5,73,
Governor,,R,Albany,John H. Self,Linford School 51-6,7,
Governor,,R,Albany,John H. Self,Beitel School 61-1,0,
Governor,,R,Albany,John H. Self,Beitel School 61-2,72,
Governor,,R,Albany,John H. Self,Thayer School 61-3,32,
Governor,,R,Albany,John H. Self,Thayer School 61-4,13,
Governor,,R,Albany,John H. Self,Total,579,
Secretary of State,,R,Albany,Mary Ann Collins,Northern Albany County 11-1,38,
Secretary of State,,R,Albany,Mary Ann Collins,Albany County Fairgrounds/Harmony 12-1,150,
Secretary of State,,R,Albany,Mary Ann Collins,Centennial School 13-1,24,
Secretary of State,,R,Albany,Mary Ann Collins,Rock River Town Hall 14-1,15,
Secretary of State,,R,Albany,Mary Ann Collins,Slade School 31-1,5,
Secretary of State,,R,Albany,Mary Ann Collins,Slade School 31-2,91,
Secretary of State,,R,Albany,Mary Ann Collins,Albany County Public Library 31-3,29,
Secretary of State,,R,Albany,Mary Ann Collins,Spring Creek School 31-4,24,
Secretary of State,,R,Albany,Mary Ann Collins,Laramie Junior High School 41-1,75,
Secretary of State,,R,Albany,Mary Ann Collins,Laramie Junior High School 41-2,38,
Secretary of State,,R,Albany,Mary Ann Collins,Indian Paintbrush School 41-3,85,
Secretary of State,,R,Albany,Mary Ann Collins,Indian Paintbrush School 41-4,9,
Secretary of State,,R,Albany,Mary Ann Collins,Albany County Public Library 51-1,1,
Secretary of State,,R,Albany,Mary Ann Collins,Albany County Public Library 51-2,21,
Secretary of State,,R,Albany,Mary Ann Collins,Spring Creek School 51-3,33,
Secretary of State,,R,Albany,Mary Ann Collins,Linford School 51-4,3,
Secretary of State,,R,Albany,Mary Ann Collins,Linford School 51-5,94,
Secretary of State,,R,Albany,Mary Ann Collins,Linford School 51-6,10,
Secretary of State,,R,Albany,Mary Ann Collins,Beitel School 61-1,0,
Secretary of State,,R,Albany,Mary Ann Collins,Beitel School 61-2,90,
Secretary of State,,R,Albany,Mary Ann Collins,Thayer School 61-3,73,
Secretary of State,,R,Albany,Mary Ann Collins,Thayer School 61-4,23,
Secretary of State,,R,Albany,Mary Ann Collins,Total,931,
Secretary of State,,R,Albany,Max Maxfield,Northern Albany County 11-1,93,
Secretary of State,,R,Albany,Max Maxfield,Albany County Fairgrounds/Harmony 12-1,302,
Secretary of State,,R,Albany,Max Maxfield,Centennial School 13-1,36,
Secretary of State,,R,Albany,Max Maxfield,Rock River Town Hall 14-1,23,
Secretary of State,,R,Albany,Max Maxfield,Slade School 31-1,1,
Secretary of State,,R,Albany,Max Maxfield,Slade School 31-2,171,
Secretary of State,,R,Albany,Max Maxfield,Albany County Public Library 31-3,49,
Secretary of State,,R,Albany,Max Maxfield,Spring Creek School 31-4,52,
Secretary of State,,R,Albany,Max Maxfield,Laramie Junior High School 41-1,120,
