office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Laramie,Craig Thomas,Holiday Inn/Cheyenne 1-1,178,
U.S. Senate,,R,Laramie,Craig Thomas,Holiday Inn/Cheyenne 1-2,108,
U.S. Senate,,R,Laramie,Craig Thomas,City Fire Headquarters #1 1-3,129,
U.S. Senate,,R,Laramie,Craig Thomas,Laramie County Library 1-4,133,
U.S. Senate,,R,Laramie,Craig Thomas,Kiwanis Community House/Cheyenne 1-5,246,
U.S. Senate,,R,Laramie,Craig Thomas,Kiwanis Community House/Cheyenne 1-6,257,
U.S. Senate,,R,Laramie,Craig Thomas,WY. Emergency Mgmt Agency 1-7,96,
U.S. Senate,,R,Laramie,Craig Thomas,Storey Gym 1-8,205,
U.S. Senate,,R,Laramie,Craig Thomas,Alta Vista Elementary School 1-9,120,
U.S. Senate,,R,Laramie,Craig Thomas,Holiday Inn/Cheyenne 1-10,99,
U.S. Senate,,R,Laramie,Craig Thomas,Westgate Club House/Cheyenne 2-1,217,
U.S. Senate,,R,Laramie,Craig Thomas,Kiwanis Community House/Cheyenne 2-2,300,
U.S. Senate,,R,Laramie,Craig Thomas,Kiwanis Community House/Cheyenne 2-3,298,
U.S. Senate,,R,Laramie,Craig Thomas,City Fire Station #6 2-4,230,
U.S. Senate,,R,Laramie,Craig Thomas,Cheyenne Berean Church 2-5,348,
U.S. Senate,,R,Laramie,Craig Thomas,Hobbs Elementary School 2-6,382,
U.S. Senate,,R,Laramie,Craig Thomas,Kiwanis Community House/Cheyenne 2-7,164,
U.S. Senate,,R,Laramie,Craig Thomas,Cheyenne Berean Church 2-8,283,
U.S. Senate,,R,Laramie,Craig Thomas,Good Shepherd Lutheran Church 2-9,187,
U.S. Senate,,R,Laramie,Craig Thomas,County Governmental Complex 2-10,55,
U.S. Senate,,R,Laramie,Craig Thomas,Cheyenne Housing Authority 2-11,189,
U.S. Senate,,R,Laramie,Craig Thomas,Northwoods Presbyterian Church 2-12,131,
U.S. Senate,,R,Laramie,Craig Thomas,County Government Complex 2-13,33,
U.S. Senate,,R,Laramie,Craig Thomas,Anderson Elementary School 2-14,279,
U.S. Senate,,R,Laramie,Craig Thomas,First Baptist Church 3-1,257,
U.S. Senate,,R,Laramie,Craig Thomas,American Legion Post #6 3-2,100,
U.S. Senate,,R,Laramie,Craig Thomas,First Congregational Church/Cheyenne 3-3,127,
U.S. Senate,,R,Laramie,Craig Thomas,First Congregational Church/Cheyenne 3-4,221,
U.S. Senate,,R,Laramie,Craig Thomas,IBEW #415 3-5,259,
U.S. Senate,,R,Laramie,Craig Thomas,St. Andrews Episcopal Church 3-6,176,
U.S. Senate,,R,Laramie,Craig Thomas,Sunnyside Baptist Church 3-7,86,
U.S. Senate,,R,Laramie,Craig Thomas,Dildine Elementary School 3-8,195,
U.S. Senate,,R,Laramie,Craig Thomas,VFW Post #1881 3-9,236,
U.S. Senate,,R,Laramie,Craig Thomas,VFW Post #1881 3-10,195,
U.S. Senate,,R,Laramie,Craig Thomas,VFW Post #1881 3-11,46,
U.S. Senate,,R,Laramie,Craig Thomas,VFW Post #1881 3-12,172,
U.S. Senate,,R,Laramie,Craig Thomas,Willadsen Elementary School 4-1,22,
U.S. Senate,,R,Laramie,Craig Thomas,Gilchrist Elementary School 4-2,182,
U.S. Senate,,R,Laramie,Craig Thomas,Iron Mountain Country Church 4-3,67,
