office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Park,Craig Thomas,Clark-Sirrine/Pioneer Rec. Center 1-1,96,
U.S. Senate,,R,Park,Craig Thomas,Cody Presbyterian Church 2-1,299,
U.S. Senate,,R,Park,Craig Thomas,Cody Presbyterian Church 2-2,305,
U.S. Senate,,R,Park,Craig Thomas,Cody Quad Center 3-1,262,
U.S. Senate,,R,Park,Craig Thomas,Cody Quad Center 3-2,365,
U.S. Senate,,R,Park,Craig Thomas,Grace Baptist Church 4-1,369,
U.S. Senate,,R,Park,Craig Thomas,Mormon Church 4-2,61,
U.S. Senate,,R,Park,Craig Thomas,Garland Comm. Church 6-1,211,
U.S. Senate,,R,Park,Craig Thomas,Valley Absentee Ballot Precinct 7-2,45,
U.S. Senate,,R,Park,Craig Thomas,Meeteetse Episcopal Church 8-1,74,
U.S. Senate,,R,Park,Craig Thomas,Meeteetse Town Hall 8-2,110,
U.S. Senate,,R,Park,Craig Thomas,Meeteetse Episcopal Church 8-3,70,
U.S. Senate,,R,Park,Craig Thomas,Fairgrounds Lg. Ex. Hall 9-1,147,
U.S. Senate,,R,Park,Craig Thomas,Fairgrounds Lg. Ex. Hall 9-2,174,
U.S. Senate,,R,Park,Craig Thomas,Fairgrounds Lg. Ex. Hall 9-4,231,
U.S. Senate,,R,Park,Craig Thomas,Fairgrounds Lg. Ex. Hall 9-5,176,
U.S. Senate,,R,Park,Craig Thomas,Fairgrounds Lg. Ex. Hall 9-7,333,
U.S. Senate,,R,Park,Craig Thomas,Fairgrounds Multi-Purp. Bldg. 10-1,195,
U.S. Senate,,R,Park,Craig Thomas,Fairgrounds Multi-Purp. Bldg. 10-2,347,
U.S. Senate,,R,Park,Craig Thomas,Absentee Precinct/Crandall - Painter 11-2,40,
U.S. Senate,,R,Park,Craig Thomas,Wapiti School House 16-1,193,
U.S. Senate,,R,Park,Craig Thomas,Ralston Mountain View Club 21-1,253,
U.S. Senate,,R,Park,Craig Thomas,Willwood Irrigation Dist. 23-1,124,
U.S. Senate,,R,Park,Craig Thomas,Cody Auditorium 24-1,237,
U.S. Senate,,R,Park,Craig Thomas,Cody Auditorium 24-2,235,
U.S. Senate,,R,Park,Craig Thomas,Cody Auditorium 24-3,66,
U.S. Senate,,R,Park,Craig Thomas,Cody Auditorium 25-1,268,
U.S. Senate,,R,Park,Craig Thomas,Cody Auditorium 25-2,250,
U.S. Senate,,R,Park,Craig Thomas,Cody Auditorium 25-3,219,
U.S. Senate,,R,Park,Craig Thomas,,5755,TRUE
U.S. House,1,R,Park,Barbara Cubin,Clark-Sirrine/Pioneer Rec. Center 1-1,66,
