office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Teton,Dale Groutage,Lower Valley Energy 1-1,42,
U.S. Senate,,D,Teton,Dale Groutage,LDS Church 1-2,37,
U.S. Senate,,D,Teton,Dale Groutage,National Museum of Wildlife Art 1-3,35,
U.S. Senate,,D,Teton,Dale Groutage,Recreation Center 1-4,27,
U.S. Senate,,D,Teton,Dale Groutage,Teton County Fair Building 1-5,74,
U.S. Senate,,D,Teton,Dale Groutage,Presbyterian Church 1-6,53,
U.S. Senate,,D,Teton,Dale Groutage,Jackson Hole Christian Center 1-7,60,
U.S. Senate,,D,Teton,Dale Groutage,Jackson Senior Center 1-8,70,
U.S. Senate,,D,Teton,Dale Groutage,Teton County Library 1-9,54,
U.S. Senate,,D,Teton,Dale Groutage,WYDOT 1-10,22,
U.S. Senate,,D,Teton,Dale Groutage,Jackson Hole Airport 2-1,39,
U.S. Senate,,D,Teton,Dale Groutage,National Museum of Wildlife Art 2-2,5,
U.S. Senate,,D,Teton,Dale Groutage,Moran School 3-1,19,
U.S. Senate,,D,Teton,Dale Groutage,Wilson School 4-1,35,
U.S. Senate,,D,Teton,Dale Groutage,New Wilson Fire House 4-2,44,
U.S. Senate,,D,Teton,Dale Groutage,Old Wilson School Community Center 4-3,51,
U.S. Senate,,D,Teton,Dale Groutage,Teton Village Fire House 4-4,38,
U.S. Senate,,D,Teton,Dale Groutage,Alta School 5-1,10,
U.S. Senate,,D,Teton,Dale Groutage,,715,TRUE
U.S. House,1,D,Teton,Gary Trauner,Lower Valley Energy 1-1,57,
U.S. House,1,D,Teton,Gary Trauner,LDS Church 1-2,45,
U.S. House,1,D,Teton,Gary Trauner,National Museum of Wildlife Art 1-3,42,
U.S. House,1,D,Teton,Gary Trauner,Recreation Center 1-4,33,
U.S. House,1,D,Teton,Gary Trauner,Teton County Fair Building 1-5,83,
U.S. House,1,D,Teton,Gary Trauner,Presbyterian Church 1-6,73,
U.S. House,1,D,Teton,Gary Trauner,Jackson Hole Christian Center 1-7,81,
U.S. House,1,D,Teton,Gary Trauner,Jackson Senior Center 1-8,91,
U.S. House,1,D,Teton,Gary Trauner,Teton County Library 1-9,61,
U.S. House,1,D,Teton,Gary Trauner,WYDOT 1-10,29,
U.S. House,1,D,Teton,Gary Trauner,Jackson Hole Airport 2-1,44,
U.S. House,1,D,Teton,Gary Trauner,National Museum of Wildlife Art 2-2,5,
U.S. House,1,D,Teton,Gary Trauner,Moran School 3-1,23,
U.S. House,1,D,Teton,Gary Trauner,Wilson School 4-1,58,
U.S. House,1,D,Teton,Gary Trauner,New Wilson Fire House 4-2,65,
U.S. House,1,D,Teton,Gary Trauner,Old Wilson School Community Center 4-3,67,
U.S. House,1,D,Teton,Gary Trauner,Teton Village Fire House 4-4,58,
U.S. House,1,D,Teton,Gary Trauner,Alta School 5-1,12,
U.S. House,1,D,Teton,Gary Trauner,,927,TRUE
Governor,,D,Teton,Dave Freudenthal,Lower Valley Energy 1-1,54,
Governor,,D,Teton,Dave Freudenthal,LDS Church 1-2,50,
Governor,,D,Teton,Dave Freudenthal,National Museum of Wildlife Art 1-3,40,
Governor,,D,Teton,Dave Freudenthal,Recreation Center 1-4,34,
