office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Sweetwater,Craig Thomas,Granger Town Hall 1-1,21,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS Lincoln Outreach Center 3-1,45,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS 1st United Methodist Church 3-2,172,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS 1st United Methodist Church 3-3,82,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS Catholic Parish Center 3-4,17,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS County Office Building 3-5,38,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS South Side Parish Center 4-1,88,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS White Mountain Library 4-2,43,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS Sweetwater County Garage 4-3,44,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS 1st Congregational Church 4-4,174,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS Fire Station #1 5-1,33,
U.S. Senate,,R,Sweetwater,Craig Thomas,Western WY Comm. College 5-2,155,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS School Admin. Bldg. 5-3,219,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS White Mountain Library 5-5,62,
U.S. Senate,,R,Sweetwater,Craig Thomas,Rock Springs Civic Center 6-1,69,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS County Events Complex 6-2,91,
U.S. Senate,,R,Sweetwater,Craig Thomas,Western WY Comm. College 6-3,68,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS County Events Complex 6-4,13,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS County Events Complex 7-1,140,
U.S. Senate,,R,Sweetwater,Craig Thomas,RS County Events Complex 7-2,90,
U.S. Senate,,R,Sweetwater,Craig Thomas,K-Motive Bldg./Jamestown 9-1,27,
U.S. Senate,,R,Sweetwater,Craig Thomas,K-Motive Bldg./Jamestown 9-2,10,
U.S. Senate,,R,Sweetwater,Craig Thomas,GR Sweetwater County Courthouse 10-1,72,
U.S. Senate,,R,Sweetwater,Craig Thomas,GR Lincoln Middle School 10-2,36,
U.S. Senate,,R,Sweetwater,Craig Thomas,GR Lincoln Middle School 10-3,105,
U.S. Senate,,R,Sweetwater,Craig Thomas,Green River Rec. Center 10-4,357,
U.S. Senate,,R,Sweetwater,Craig Thomas,GR Mansface Church 10-5,228,
U.S. Senate,,R,Sweetwater,Craig Thomas,GR Truman School 10-6,109,
U.S. Senate,,R,Sweetwater,Craig Thomas,Reliance Fire Station 12-1,50,
U.S. Senate,,R,Sweetwater,Craig Thomas,Fon Slagowski's Residence/Washam 13-1,13,
U.S. Senate,,R,Sweetwater,Craig Thomas,Superior Admin. Bldg. 19-1,11,
U.S. Senate,,R,Sweetwater,Craig Thomas,Farson Community Hall 20-1,146,
U.S. Senate,,R,Sweetwater,Craig Thomas,Point of Rocks 21-1,4,
U.S. Senate,,R,Sweetwater,Craig Thomas,Wamsutter Town Hall 23-1,51,
U.S. Senate,,R,Sweetwater,Craig Thomas,McKinnon School 24-1,22,
U.S. Senate,,R,Sweetwater,Craig Thomas,Bairoil Town Hall 25-1,21,
U.S. Senate,,R,Sweetwater,Craig Thomas,,2926,TRUE
U.S. House,1,R,Sweetwater,Barbara Cubin,Granger Town Hall 1-1,20,
U.S. House,1,R,Sweetwater,Barbara Cubin,RS Lincoln Outreach Center 3-1,31,
U.S. House,1,R,Sweetwater,Barbara Cubin,RS 1st United Methodist Church 3-2,100,
U.S. House,1,R,Sweetwater,Barbara Cubin,RS 1st United Methodist Church 3-3,58,
U.S. House,1,R,Sweetwater,Barbara Cubin,RS Catholic Parish Center 3-4,13,
U.S. House,1,R,Sweetwater,Barbara Cubin,RS County Office Building 3-5,27,
U.S. House,1,R,Sweetwater,Barbara Cubin,RS South Side Parish Center 4-1,54,
U.S. House,1,R,Sweetwater,Barbara Cubin,RS White Mountain Library 4-2,29,
