office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Sweetwater,Dale Groutage,Granger Town Hall 1-1,10,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS Lincoln Outreach Center 3-1,100,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS 1st United Methodist Church 3-2,252,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS 1st United Methodist Church 3-3,116,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS Catholic Parish Center 3-4,58,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS County Office Building 3-5,95,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS South Side Parish Center 4-1,150,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS White Mountain Library 4-2,44,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS Sweetwater County Garage 4-3,106,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS 1st Congregational Church 4-4,281,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS Fire Station #1 5-1,56,
U.S. Senate,,D,Sweetwater,Dale Groutage,Western WY Comm. College 5-2,157,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS School Admin. Bldg. 5-3,251,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS White Mountain Library 5-5,91,
U.S. Senate,,D,Sweetwater,Dale Groutage,Rock Springs Civic Center 6-1,227,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS County Events Complex 6-2,137,
U.S. Senate,,D,Sweetwater,Dale Groutage,Western WY Comm. College 6-3,109,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS County Events Complex 6-4,22,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS County Events Complex 7-1,80,
U.S. Senate,,D,Sweetwater,Dale Groutage,RS County Events Complex 7-2,85,
U.S. Senate,,D,Sweetwater,Dale Groutage,K-Motive Bldg./Jamestown 9-1,60,
U.S. Senate,,D,Sweetwater,Dale Groutage,K-Motive Bldg./Jamestown 9-2,14,
U.S. Senate,,D,Sweetwater,Dale Groutage,GR Sweetwater County Courthouse 10-1,263,
U.S. Senate,,D,Sweetwater,Dale Groutage,GR Lincoln Middle School 10-2,133,
U.S. Senate,,D,Sweetwater,Dale Groutage,GR Lincoln Middle School 10-3,219,
U.S. Senate,,D,Sweetwater,Dale Groutage,Green River Rec. Center 10-4,488,
U.S. Senate,,D,Sweetwater,Dale Groutage,GR Mansface Church 10-5,325,
U.S. Senate,,D,Sweetwater,Dale Groutage,GR Truman School 10-6,192,
U.S. Senate,,D,Sweetwater,Dale Groutage,Reliance Fire Station 12-1,59,
U.S. Senate,,D,Sweetwater,Dale Groutage,Fon Slagowski's Residence/Washam 13-1,6,
U.S. Senate,,D,Sweetwater,Dale Groutage,Superior Admin. Bldg. 19-1,37,
U.S. Senate,,D,Sweetwater,Dale Groutage,Farson Community Hall 20-1,42,
U.S. Senate,,D,Sweetwater,Dale Groutage,Point of Rocks 21-1,12,
U.S. Senate,,D,Sweetwater,Dale Groutage,Wamsutter Town Hall 23-1,13,
U.S. Senate,,D,Sweetwater,Dale Groutage,McKinnon School 24-1,8,
U.S. Senate,,D,Sweetwater,Dale Groutage,Bairoil Town Hall 25-1,6,
U.S. Senate,,D,Sweetwater,Dale Groutage,,4304,TRUE
U.S. House,1,D,Sweetwater,Gary Trauner,Granger Town Hall 1-1,10,
U.S. House,1,D,Sweetwater,Gary Trauner,RS Lincoln Outreach Center 3-1,99,
U.S. House,1,D,Sweetwater,Gary Trauner,RS 1st United Methodist Church 3-2,264,
U.S. House,1,D,Sweetwater,Gary Trauner,RS 1st United Methodist Church 3-3,122,
U.S. House,1,D,Sweetwater,Gary Trauner,RS Catholic Parish Center 3-4,58,
U.S. House,1,D,Sweetwater,Gary Trauner,RS County Office Building 3-5,98,
U.S. House,1,D,Sweetwater,Gary Trauner,RS South Side Parish Center 4-1,150,
U.S. House,1,D,Sweetwater,Gary Trauner,RS White Mountain Library 4-2,48,
U.S. House,1,D,Sweetwater,Gary Trauner,RS Sweetwater County Garage 4-3,101,
U.S. House,1,D,Sweetwater,Gary Trauner,RS 1st Congregational Church 4-4,287,
U.S. House,1,D,Sweetwater,Gary Trauner,RS Fire Station #1 5-1,61,
U.S. House,1,D,Sweetwater,Gary Trauner,Western WY Comm. College 5-2,159,
U.S. House,1,D,Sweetwater,Gary Trauner,RS School Admin. Bldg. 5-3,259,
U.S. House,1,D,Sweetwater,Gary Trauner,RS White Mountain Library 5-5,97,
U.S. House,1,D,Sweetwater,Gary Trauner,Rock Springs Civic Center 6-1,228,
U.S. House,1,D,Sweetwater,Gary Trauner,RS County Events Complex 6-2,138,
U.S. House,1,D,Sweetwater,Gary Trauner,Western WY Comm. College 6-3,122,
U.S. House,1,D,Sweetwater,Gary Trauner,RS County Events Complex 6-4,21,
U.S. House,1,D,Sweetwater,Gary Trauner,RS County Events Complex 7-1,78,
U.S. House,1,D,Sweetwater,Gary Trauner,RS County Events Complex 7-2,87,
U.S. House,1,D,Sweetwater,Gary Trauner,K-Motive Bldg./Jamestown 9-1,60,
U.S. House,1,D,Sweetwater,Gary Trauner,K-Motive Bldg./Jamestown 9-2,15,
U.S. House,1,D,Sweetwater,Gary Trauner,GR Sweetwater County Courthouse 10-1,262,
U.S. House,1,D,Sweetwater,Gary Trauner,GR Lincoln Middle School 10-2,136,
U.S. House,1,D,Sweetwater,Gary Trauner,GR Lincoln Middle School 10-3,217,
U.S. House,1,D,Sweetwater,Gary Trauner,Green River Rec. Center 10-4,492,
U.S. House,1,D,Sweetwater,Gary Trauner,GR Mansface Church 10-5,340,
U.S. House,1,D,Sweetwater,Gary Trauner,GR Truman School 10-6,199,
U.S. House,1,D,Sweetwater,Gary Trauner,Reliance Fire Station 12-1,58,
U.S. House,1,D,Sweetwater,Gary Trauner,Fon Slagowski's Residence/Washam 13-1,5,
U.S. House,1,D,Sweetwater,Gary Trauner,Superior Admin. Bldg. 19-1,37,
U.S. House,1,D,Sweetwater,Gary Trauner,Farson Community Hall 20-1,40,
U.S. House,1,D,Sweetwater,Gary Trauner,Point of Rocks 21-1,12,
U.S. House,1,D,Sweetwater,Gary Trauner,Wamsutter Town Hall 23-1,11,
U.S. House,1,D,Sweetwater,Gary Trauner,McKinnon School 24-1,8,
U.S. House,1,D,Sweetwater,Gary Trauner,Bairoil Town Hall 25-1,6,
U.S. House,1,D,Sweetwater,Gary Trauner,,4385,TRUE
Governor,,D,Sweetwater,Dave Freudenthal,Granger Town Hall 1-1,9,
Governor,,D,Sweetwater,Dave Freudenthal,RS Lincoln Outreach Center 3-1,100,
Governor,,D,Sweetwater,Dave Freudenthal,RS 1st United Methodist Church 3-2,286,
Governor,,D,Sweetwater,Dave Freudenthal,RS 1st United Methodist Church 3-3,128,
Governor,,D,Sweetwater,Dave Freudenthal,RS Catholic Parish Center 3-4,50,
Governor,,D,Sweetwater,Dave Freudenthal,RS County Office Building 3-5,93,
Governor,,D,Sweetwater,Dave Freudenthal,RS South Side Parish Center 4-1,147,
Governor,,D,Sweetwater,Dave Freudenthal,RS White Mountain Library 4-2,50,
Governor,,D,Sweetwater,Dave Freudenthal,RS Sweetwater County Garage 4-3,89,
Governor,,D,Sweetwater,Dave Freudenthal,RS 1st Congregational Church 4-4,291,
Governor,,D,Sweetwater,Dave Freudenthal,RS Fire Station #1 5-1,59,
Governor,,D,Sweetwater,Dave Freudenthal,Western WY Comm. College 5-2,176,
Governor,,D,Sweetwater,Dave Freudenthal,RS School Admin. Bldg. 5-3,283,
Governor,,D,Sweetwater,Dave Freudenthal,RS White Mountain Library 5-5,89,
Governor,,D,Sweetwater,Dave Freudenthal,Rock Springs Civic Center 6-1,217,
Governor,,D,Sweetwater,Dave Freudenthal,RS County Events Complex 6-2,140,
Governor,,D,Sweetwater,Dave Freudenthal,Western WY Comm. College 6-3,123,
Governor,,D,Sweetwater,Dave Freudenthal,RS County Events Complex 6-4,18,
Governor,,D,Sweetwater,Dave Freudenthal,RS County Events Complex 7-1,77,
Governor,,D,Sweetwater,Dave Freudenthal,RS County Events Complex 7-2,88,
Governor,,D,Sweetwater,Dave Freudenthal,K-Motive Bldg./Jamestown 9-1,53,
Governor,,D,Sweetwater,Dave Freudenthal,K-Motive Bldg./Jamestown 9-2,11,
Governor,,D,Sweetwater,Dave Freudenthal,GR Sweetwater County Courthouse 10-1,257,
Governor,,D,Sweetwater,Dave Freudenthal,GR Lincoln Middle School 10-2,132,
Governor,,D,Sweetwater,Dave Freudenthal,GR Lincoln Middle School 10-3,224,
Governor,,D,Sweetwater,Dave Freudenthal,Green River Rec. Center 10-4,500,
Governor,,D,Sweetwater,Dave Freudenthal,GR Mansface Church 10-5,349,
Governor,,D,Sweetwater,Dave Freudenthal,GR Truman School 10-6,191,
Governor,,D,Sweetwater,Dave Freudenthal,Reliance Fire Station 12-1,54,
Governor,,D,Sweetwater,Dave Freudenthal,Fon Slagowski's Residence/Washam 13-1,4,
Governor,,D,Sweetwater,Dave Freudenthal,Superior Admin. Bldg. 19-1,34,
Governor,,D,Sweetwater,Dave Freudenthal,Farson Community Hall 20-1,49,
Governor,,D,Sweetwater,Dave Freudenthal,Point of Rocks 21-1,14,
Governor,,D,Sweetwater,Dave Freudenthal,Wamsutter Town Hall 23-1,16,
Governor,,D,Sweetwater,Dave Freudenthal,McKinnon School 24-1,8,
Governor,,D,Sweetwater,Dave Freudenthal,Bairoil Town Hall 25-1,8,
Governor,,D,Sweetwater,Dave Freudenthal,,4417,TRUE
Governor,,D,Sweetwater,Al Hamburg,Granger Town Hall 1-1,3,
Governor,,D,Sweetwater,Al Hamburg,RS Lincoln Outreach Center 3-1,15,
Governor,,D,Sweetwater,Al Hamburg,RS 1st United Methodist Church 3-2,38,
Governor,,D,Sweetwater,Al Hamburg,RS 1st United Methodist Church 3-3,19,
Governor,,D,Sweetwater,Al Hamburg,RS Catholic Parish Center 3-4,14,
Governor,,D,Sweetwater,Al Hamburg,RS County Office Building 3-5,20,
Governor,,D,Sweetwater,Al Hamburg,RS South Side Parish Center 4-1,27,
Governor,,D,Sweetwater,Al Hamburg,RS White Mountain Library 4-2,7,
Governor,,D,Sweetwater,Al Hamburg,RS Sweetwater County Garage 4-3,30,
Governor,,D,Sweetwater,Al Hamburg,RS 1st Congregational Church 4-4,43,
Governor,,D,Sweetwater,Al Hamburg,RS Fire Station #1 5-1,9,
Governor,,D,Sweetwater,Al Hamburg,Western WY Comm. College 5-2,22,
Governor,,D,Sweetwater,Al Hamburg,RS School Admin. Bldg. 5-3,34,
Governor,,D,Sweetwater,Al Hamburg,RS White Mountain Library 5-5,16,
Governor,,D,Sweetwater,Al Hamburg,Rock Springs Civic Center 6-1,34,
Governor,,D,Sweetwater,Al Hamburg,RS County Events Complex 6-2,17,
Governor,,D,Sweetwater,Al Hamburg,Western WY Comm. College 6-3,17,
Governor,,D,Sweetwater,Al Hamburg,RS County Events Complex 6-4,7,
Governor,,D,Sweetwater,Al Hamburg,RS County Events Complex 7-1,23,
Governor,,D,Sweetwater,Al Hamburg,RS County Events Complex 7-2,15,
Governor,,D,Sweetwater,Al Hamburg,K-Motive Bldg./Jamestown 9-1,16,
Governor,,D,Sweetwater,Al Hamburg,K-Motive Bldg./Jamestown 9-2,3,
Governor,,D,Sweetwater,Al Hamburg,GR Sweetwater County Courthouse 10-1,49,
Governor,,D,Sweetwater,Al Hamburg,GR Lincoln Middle School 10-2,25,
Governor,,D,Sweetwater,Al Hamburg,GR Lincoln Middle School 10-3,27,
Governor,,D,Sweetwater,Al Hamburg,Green River Rec. Center 10-4,86,
Governor,,D,Sweetwater,Al Hamburg,GR Mansface Church 10-5,61,
Governor,,D,Sweetwater,Al Hamburg,GR Truman School 10-6,35,
Governor,,D,Sweetwater,Al Hamburg,Reliance Fire Station 12-1,13,
Governor,,D,Sweetwater,Al Hamburg,Fon Slagowski's Residence/Washam 13-1,1,
Governor,,D,Sweetwater,Al Hamburg,Superior Admin. Bldg. 19-1,7,
Governor,,D,Sweetwater,Al Hamburg,Farson Community Hall 20-1,6,
Governor,,D,Sweetwater,Al Hamburg,Point of Rocks 21-1,2,
Governor,,D,Sweetwater,Al Hamburg,Wamsutter Town Hall 23-1,3,
Governor,,D,Sweetwater,Al Hamburg,McKinnon School 24-1,0,
Governor,,D,Sweetwater,Al Hamburg,Bairoil Town Hall 25-1,0,
Governor,,D,Sweetwater,Al Hamburg,,744,
State Auditor,,D,Sweetwater,Bill Eikenberry,Granger Town Hall 1-1,10,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS Lincoln Outreach Center 3-1,95,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS 1st United Methodist Church 3-2,258,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS 1st United Methodist Church 3-3,112,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS Catholic Parish Center 3-4,55,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS County Office Building 3-5,101,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS South Side Parish Center 4-1,145,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS White Mountain Library 4-2,41,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS Sweetwater County Garage 4-3,108,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS 1st Congregational Church 4-4,283,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS Fire Station #1 5-1,58,
State Auditor,,D,Sweetwater,Bill Eikenberry,Western WY Comm. College 5-2,152,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS School Admin. Bldg. 5-3,253,
State Auditor,,D,Sweetwater,Bill Eikenberry,RS White Mountain Library 5-5,89,
State Auditor,,D,Sweetwater,Bill Eikenberry,Rock Springs Civic Center 6-1,222,
