office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Sheridan,Dale Groutage,Ed Hammer Inc. 1-1,47,
U.S. Senate,,D,Sheridan,Dale Groutage,Fairgrounds Exhibit Hall (Sagebrush) 2-1,52,
U.S. Senate,,D,Sheridan,Dale Groutage,Sheridan Senior Citizens Center 2-2,47,
U.S. Senate,,D,Sheridan,Dale Groutage,Fairgrounds Exhibit Hall (Sagebrush 2) 2-3,84,
U.S. Senate,,D,Sheridan,Dale Groutage,Sheridan Senior Citizens Center 2-4,81,
U.S. Senate,,D,Sheridan,Dale Groutage,Fairgrounds Exhibit Hall (Highland) 2-5,77,
U.S. Senate,,D,Sheridan,Dale Groutage,Sheridan County Courthouse 3-2,35,
U.S. Senate,,D,Sheridan,Dale Groutage,Holy Name Church (St. Peters) 3-3,21,
U.S. Senate,,D,Sheridan,Dale Groutage,Bethesda Worship/Sheridan 3-4,87,
U.S. Senate,,D,Sheridan,Dale Groutage,Meadowlark School 3-5,71,
U.S. Senate,,D,Sheridan,Dale Groutage,Coffeen School 4-2,68,
U.S. Senate,,D,Sheridan,Dale Groutage,Holy Name Church (Central) 4-3,66,
U.S. Senate,,D,Sheridan,Dale Groutage,Holy Name Church 4-4,21,
U.S. Senate,,D,Sheridan,Dale Groutage,Tourist Information Center 5-1,12,
U.S. Senate,,D,Sheridan,Dale Groutage,National Guard Armory 6-1,45,
U.S. Senate,,D,Sheridan,Dale Groutage,Beckton School 7-1,15,
U.S. Senate,,D,Sheridan,Dale Groutage,Story Women's Club 8-1,61,
U.S. Senate,,D,Sheridan,Dale Groutage,Arvada Church 9-1,5,
U.S. Senate,,D,Sheridan,Dale Groutage,Clearmont Town Hall 10-1,11,
U.S. Senate,,D,Sheridan,Dale Groutage,Woodland Park School 11-1,69,
U.S. Senate,,D,Sheridan,Dale Groutage,Big Horn Women's Club 12-1,82,
U.S. Senate,,D,Sheridan,Dale Groutage,Fairgrounds Exhibit Hall (Church)13-1,37,
U.S. Senate,,D,Sheridan,Dale Groutage,WY Agriculture Sub Station 16-1,9,
U.S. Senate,,D,Sheridan,Dale Groutage,Ranchester (Inside) 17-1,33,
U.S. Senate,,D,Sheridan,Dale Groutage,Ranchester (Outside) 17-2,25,
U.S. Senate,,D,Sheridan,Dale Groutage,Ranchester Town Hall (Slack) 18-1,2,
U.S. Senate,,D,Sheridan,Dale Groutage,Prairie Dog Women's Club 19-1,17,
U.S. Senate,,D,Sheridan,Dale Groutage,Dayton Town Hall 20-1,39,
U.S. Senate,,D,Sheridan,Dale Groutage,Dayton Town Hall 20-2,11,
U.S. Senate,,D,Sheridan,Dale Groutage,,1230,TRUE
U.S. House,1,D,Sheridan,Gary Trauner,Ed Hammer Inc. 1-1,52,
U.S. House,1,D,Sheridan,Gary Trauner,Fairgrounds Exhibit Hall (Sagebrush) 2-1,57,
U.S. House,1,D,Sheridan,Gary Trauner,Sheridan Senior Citizens Center 2-2,51,
U.S. House,1,D,Sheridan,Gary Trauner,Fairgrounds Exhibit Hall (Sagebrush 2) 2-3,87,
U.S. House,1,D,Sheridan,Gary Trauner,Sheridan Senior Citizens Center 2-4,87,
U.S. House,1,D,Sheridan,Gary Trauner,Fairgrounds Exhibit Hall (Highland) 2-5,81,
U.S. House,1,D,Sheridan,Gary Trauner,Sheridan County Courthouse 3-2,38,
U.S. House,1,D,Sheridan,Gary Trauner,Holy Name Church (St. Peters) 3-3,26,
U.S. House,1,D,Sheridan,Gary Trauner,Bethesda Worship/Sheridan 3-4,97,
U.S. House,1,D,Sheridan,Gary Trauner,Meadowlark School 3-5,83,
U.S. House,1,D,Sheridan,Gary Trauner,Coffeen School 4-2,78,
U.S. House,1,D,Sheridan,Gary Trauner,Holy Name Church (Central) 4-3,69,
U.S. House,1,D,Sheridan,Gary Trauner,Holy Name Church 4-4,19,
U.S. House,1,D,Sheridan,Gary Trauner,Tourist Information Center 5-1,12,
U.S. House,1,D,Sheridan,Gary Trauner,National Guard Armory 6-1,50,
U.S. House,1,D,Sheridan,Gary Trauner,Beckton School 7-1,16,
U.S. House,1,D,Sheridan,Gary Trauner,Story Women's Club 8-1,65,
U.S. House,1,D,Sheridan,Gary Trauner,Arvada Church 9-1,8,
U.S. House,1,D,Sheridan,Gary Trauner,Clearmont Town Hall 10-1,12,
U.S. House,1,D,Sheridan,Gary Trauner,Woodland Park School 11-1,72,
U.S. House,1,D,Sheridan,Gary Trauner,Big Horn Women's Club 12-1,88,
U.S. House,1,D,Sheridan,Gary Trauner,Fairgrounds Exhibit Hall (Church)13-1,38,
U.S. House,1,D,Sheridan,Gary Trauner,WY Agriculture Sub Station 16-1,10,
U.S. House,1,D,Sheridan,Gary Trauner,Ranchester (Inside) 17-1,36,
U.S. House,1,D,Sheridan,Gary Trauner,Ranchester (Outside) 17-2,28,
U.S. House,1,D,Sheridan,Gary Trauner,Ranchester Town Hall (Slack) 18-1,2,
