office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Goshen,Craig Thomas,Prairie Center School/Meyers 1-1,39,
U.S. Senate,,R,Goshen,Craig Thomas,Jay Em 2-1,25,
U.S. Senate,,R,Goshen,Craig Thomas,Lingle Town Hall 8-1,280,
U.S. Senate,,R,Goshen,Craig Thomas,Ft. Laramie Town Hall 9-1,85,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-1,44,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-2,124,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-3,104,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-4,259,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-5,137,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-6,167,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-7,135,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-8,323,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-9,196,
U.S. Senate,,R,Goshen,Craig Thomas,Torrington Rendezvous Ctr. 10-10,27,
U.S. Senate,,R,Goshen,Craig Thomas,Veteran Legion Post #56 13-1,46,
U.S. Senate,,R,Goshen,Craig Thomas,Yoder Women's Clubhouse 15-1,74,
U.S. Senate,,R,Goshen,Craig Thomas,Huntley School 16-1,78,
U.S. Senate,,R,Goshen,Craig Thomas,Hawk Springs Comm. Hall 17-1,37,
U.S. Senate,,R,Goshen,Craig Thomas,La Grange Memorial Bldg. 18-1,120,
U.S. Senate,,R,Goshen,Craig Thomas,Iowa Center Jackson Home 20-1,11,
U.S. Senate,,R,Goshen,Craig Thomas,,2311,TRUE
U.S. House,1,R,Goshen,Barbara Cubin,Prairie Center School/Meyers 1-1,28,
U.S. House,1,R,Goshen,Barbara Cubin,Jay Em 2-1,22,
U.S. House,1,R,Goshen,Barbara Cubin,Lingle Town Hall 8-1,204,
U.S. House,1,R,Goshen,Barbara Cubin,Ft. Laramie Town Hall 9-1,62,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-1,31,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-2,87,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-3,75,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-4,174,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-5,92,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-6,118,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-7,90,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-8,229,
U.S. House,1,R,Goshen,Barbara Cubin,Torrington Rendezvous Ctr. 10-9,136,
