office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-1,249,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-2,97,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-3,166,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-4,179,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-5,271,
U.S. Senate,,R,Fremont,Craig Thomas,Lander Community Center 1-6,221,
U.S. Senate,,R,Fremont,Craig Thomas,Hudson Town Hall 2-1,106,
U.S. Senate,,R,Fremont,Craig Thomas,Riverton Fair Office/Armory 3-1,278,
U.S. Senate,,R,Fremont,Craig Thomas,Riverton Fair Office/Armory 3-2,99,
U.S. Senate,,R,Fremont,Craig Thomas,Riverton Fair Office/Armory 3-3,309,
U.S. Senate,,R,Fremont,Craig Thomas,Riverton Fair Office/Armory 3-4,156,
U.S. Senate,,R,Fremont,Craig Thomas,Riverton Fair Office/Armory 3-5,410,
U.S. Senate,,R,Fremont,Craig Thomas,Riverton Fair Office/Armory 3-6,335,
U.S. Senate,,R,Fremont,Craig Thomas,Ft. Washakie School Gym 4-1,40,
U.S. Senate,,R,Fremont,Craig Thomas,Milford 5-1,431,
U.S. Senate,,R,Fremont,Craig Thomas,Beebe 6-1,168,
U.S. Senate,,R,Fremont,Craig Thomas,Dubois Headwaters Comm. Ctr. 7-1,501,
U.S. Senate,,R,Fremont,Craig Thomas,Arapahoe School 8-1,73,
U.S. Senate,,R,Fremont,Craig Thomas,Missouri Valley Fire Hall 9-1,181,
U.S. Senate,,R,Fremont,Craig Thomas,Delfelder 10-1,252,
U.S. Senate,,R,Fremont,Craig Thomas,Jeffrey City Fire Hall 12-1,38,
U.S. Senate,,R,Fremont,Craig Thomas,Ethete WY Indian High School 13-1,68,
U.S. Senate,,R,Fremont,Craig Thomas,Pavillion Wind River Rec. Ctr. 14-1,211,
U.S. Senate,,R,Fremont,Craig Thomas,8-Mile/Midvale Fire Hall 15-1,81,
U.S. Senate,,R,Fremont,Craig Thomas,Morton/Kinnear Fire Hall 16-1,54,
U.S. Senate,,R,Fremont,Craig Thomas,Luthy 17-1,130,
U.S. Senate,,R,Fremont,Craig Thomas,Big Bend 18-1,448,
U.S. Senate,,R,Fremont,Craig Thomas,Crowheart School 19-1,44,
U.S. Senate,,R,Fremont,Craig Thomas,Shoshoni Senior Citizens Center 20-1,137,
U.S. Senate,,R,Fremont,Craig Thomas,Reclamation 21-1,104,
U.S. Senate,,R,Fremont,Craig Thomas,Lysite Fire Hall 22-1,28,
U.S. Senate,,R,Fremont,Craig Thomas,Atlantic City Fire Hall 24-1,17,
U.S. Senate,,R,Fremont,Craig Thomas,,5882,TRUE
U.S. House,1,R,Fremont,Barbara Cubin,Lander Community Center 1-1,162,
U.S. House,1,R,Fremont,Barbara Cubin,Lander Community Center 1-2,57,
U.S. House,1,R,Fremont,Barbara Cubin,Lander Community Center 1-3,89,
U.S. House,1,R,Fremont,Barbara Cubin,Lander Community Center 1-4,106,
U.S. House,1,R,Fremont,Barbara Cubin,Lander Community Center 1-5,165,
U.S. House,1,R,Fremont,Barbara Cubin,Lander Community Center 1-6,121,
U.S. House,1,R,Fremont,Barbara Cubin,Hudson Town Hall 2-1,66,
U.S. House,1,R,Fremont,Barbara Cubin,Riverton Fair Office/Armory 3-1,163,
U.S. House,1,R,Fremont,Barbara Cubin,Riverton Fair Office/Armory 3-2,60,
U.S. House,1,R,Fremont,Barbara Cubin,Riverton Fair Office/Armory 3-3,189,
U.S. House,1,R,Fremont,Barbara Cubin,Riverton Fair Office/Armory 3-4,105,
U.S. House,1,R,Fremont,Barbara Cubin,Riverton Fair Office/Armory 3-5,247,
U.S. House,1,R,Fremont,Barbara Cubin,Riverton Fair Office/Armory 3-6,213,
U.S. House,1,R,Fremont,Barbara Cubin,Ft. Washakie School Gym 4-1,32,
U.S. House,1,R,Fremont,Barbara Cubin,Milford 5-1,262,
U.S. House,1,R,Fremont,Barbara Cubin,Beebe 6-1,104,
U.S. House,1,R,Fremont,Barbara Cubin,Dubois Headwaters Comm. Ctr. 7-1,410,
U.S. House,1,R,Fremont,Barbara Cubin,Arapahoe School 8-1,49,
U.S. House,1,R,Fremont,Barbara Cubin,Missouri Valley Fire Hall 9-1,131,
U.S. House,1,R,Fremont,Barbara Cubin,Delfelder 10-1,158,
U.S. House,1,R,Fremont,Barbara Cubin,Jeffrey City Fire Hall 12-1,34,
U.S. House,1,R,Fremont,Barbara Cubin,Ethete WY Indian High School 13-1,48,
U.S. House,1,R,Fremont,Barbara Cubin,Pavillion Wind River Rec. Ctr. 14-1,138,
U.S. House,1,R,Fremont,Barbara Cubin,8-Mile/Midvale Fire Hall 15-1,53,
U.S. House,1,R,Fremont,Barbara Cubin,Morton/Kinnear Fire Hall 16-1,44,
U.S. House,1,R,Fremont,Barbara Cubin,Luthy 17-1,90,
U.S. House,1,R,Fremont,Barbara Cubin,Big Bend 18-1,292,
U.S. House,1,R,Fremont,Barbara Cubin,Crowheart School 19-1,40,
U.S. House,1,R,Fremont,Barbara Cubin,Shoshoni Senior Citizens Center 20-1,95,
U.S. House,1,R,Fremont,Barbara Cubin,Reclamation 21-1,62,
U.S. House,1,R,Fremont,Barbara Cubin,Lysite Fire Hall 22-1,24,
U.S. House,1,R,Fremont,Barbara Cubin,Atlantic City Fire Hall 24-1,6,
U.S. House,1,R,Fremont,Barbara Cubin,,3815,TRUE
U.S. House,1,R,Fremont,Bill Winney,Lander Community Center 1-1,108,
U.S. House,1,R,Fremont,Bill Winney,Lander Community Center 1-2,51,
U.S. House,1,R,Fremont,Bill Winney,Lander Community Center 1-3,94,
U.S. House,1,R,Fremont,Bill Winney,Lander Community Center 1-4,94,
U.S. House,1,R,Fremont,Bill Winney,Lander Community Center 1-5,141,
U.S. House,1,R,Fremont,Bill Winney,Lander Community Center 1-6,145,
U.S. House,1,R,Fremont,Bill Winney,Hudson Town Hall 2-1,46,
U.S. House,1,R,Fremont,Bill Winney,Riverton Fair Office/Armory 3-1,130,
U.S. House,1,R,Fremont,Bill Winney,Riverton Fair Office/Armory 3-2,46,
U.S. House,1,R,Fremont,Bill Winney,Riverton Fair Office/Armory 3-3,135,
U.S. House,1,R,Fremont,Bill Winney,Riverton Fair Office/Armory 3-4,66,
U.S. House,1,R,Fremont,Bill Winney,Riverton Fair Office/Armory 3-5,206,
U.S. House,1,R,Fremont,Bill Winney,Riverton Fair Office/Armory 3-6,156,
U.S. House,1,R,Fremont,Bill Winney,Ft. Washakie School Gym 4-1,12,
U.S. House,1,R,Fremont,Bill Winney,Milford 5-1,237,
U.S. House,1,R,Fremont,Bill Winney,Beebe 6-1,78,
U.S. House,1,R,Fremont,Bill Winney,Dubois Headwaters Comm. Ctr. 7-1,123,
U.S. House,1,R,Fremont,Bill Winney,Arapahoe School 8-1,31,
U.S. House,1,R,Fremont,Bill Winney,Missouri Valley Fire Hall 9-1,64,
U.S. House,1,R,Fremont,Bill Winney,Delfelder 10-1,108,
U.S. House,1,R,Fremont,Bill Winney,Jeffrey City Fire Hall 12-1,7,
U.S. House,1,R,Fremont,Bill Winney,Ethete WY Indian High School 13-1,25,
U.S. House,1,R,Fremont,Bill Winney,Pavillion Wind River Rec. Ctr. 14-1,84,
U.S. House,1,R,Fremont,Bill Winney,8-Mile/Midvale Fire Hall 15-1,30,
U.S. House,1,R,Fremont,Bill Winney,Morton/Kinnear Fire Hall 16-1,14,
U.S. House,1,R,Fremont,Bill Winney,Luthy 17-1,54,
U.S. House,1,R,Fremont,Bill Winney,Big Bend 18-1,173,
U.S. House,1,R,Fremont,Bill Winney,Crowheart School 19-1,14,
U.S. House,1,R,Fremont,Bill Winney,Shoshoni Senior Citizens Center 20-1,45,
U.S. House,1,R,Fremont,Bill Winney,Reclamation 21-1,47,
U.S. House,1,R,Fremont,Bill Winney,Lysite Fire Hall 22-1,3,
U.S. House,1,R,Fremont,Bill Winney,Atlantic City Fire Hall 24-1,13,
U.S. House,1,R,Fremont,Bill Winney,,2580,
Governor,,R,Fremont,Ray Hunkins,Lander Community Center 1-1,137,
Governor,,R,Fremont,Ray Hunkins,Lander Community Center 1-2,63,
Governor,,R,Fremont,Ray Hunkins,Lander Community Center 1-3,106,
Governor,,R,Fremont,Ray Hunkins,Lander Community Center 1-4,110,
Governor,,R,Fremont,Ray Hunkins,Lander Community Center 1-5,165,
Governor,,R,Fremont,Ray Hunkins,Lander Community Center 1-6,108,
Governor,,R,Fremont,Ray Hunkins,Hudson Town Hall 2-1,57,
Governor,,R,Fremont,Ray Hunkins,Riverton Fair Office/Armory 3-1,178,
Governor,,R,Fremont,Ray Hunkins,Riverton Fair Office/Armory 3-2,67,
Governor,,R,Fremont,Ray Hunkins,Riverton Fair Office/Armory 3-3,209,
Governor,,R,Fremont,Ray Hunkins,Riverton Fair Office/Armory 3-4,101,
Governor,,R,Fremont,Ray Hunkins,Riverton Fair Office/Armory 3-5,264,
Governor,,R,Fremont,Ray Hunkins,Riverton Fair Office/Armory 3-6,216,
Governor,,R,Fremont,Ray Hunkins,Ft. Washakie School Gym 4-1,22,
Governor,,R,Fremont,Ray Hunkins,Milford 5-1,267,
Governor,,R,Fremont,Ray Hunkins,Beebe 6-1,93,
Governor,,R,Fremont,Ray Hunkins,Dubois Headwaters Comm. Ctr. 7-1,308,
Governor,,R,Fremont,Ray Hunkins,Arapahoe School 8-1,41,
Governor,,R,Fremont,Ray Hunkins,Missouri Valley Fire Hall 9-1,142,
Governor,,R,Fremont,Ray Hunkins,Delfelder 10-1,149,
Governor,,R,Fremont,Ray Hunkins,Jeffrey City Fire Hall 12-1,32,
Governor,,R,Fremont,Ray Hunkins,Ethete WY Indian High School 13-1,45,
Governor,,R,Fremont,Ray Hunkins,Pavillion Wind River Rec. Ctr. 14-1,141,
Governor,,R,Fremont,Ray Hunkins,8-Mile/Midvale Fire Hall 15-1,61,
Governor,,R,Fremont,Ray Hunkins,Morton/Kinnear Fire Hall 16-1,30,
Governor,,R,Fremont,Ray Hunkins,Luthy 17-1,87,
Governor,,R,Fremont,Ray Hunkins,Big Bend 18-1,285,
Governor,,R,Fremont,Ray Hunkins,Crowheart School 19-1,33,
Governor,,R,Fremont,Ray Hunkins,Shoshoni Senior Citizens Center 20-1,78,
Governor,,R,Fremont,Ray Hunkins,Reclamation 21-1,65,
Governor,,R,Fremont,Ray Hunkins,Lysite Fire Hall 22-1,19,
Governor,,R,Fremont,Ray Hunkins,Atlantic City Fire Hall 24-1,15,
Governor,,R,Fremont,Ray Hunkins,,3694,TRUE
Governor,,R,Fremont,John H. Self,Lander Community Center 1-1,60,
Governor,,R,Fremont,John H. Self,Lander Community Center 1-2,22,
Governor,,R,Fremont,John H. Self,Lander Community Center 1-3,28,
Governor,,R,Fremont,John H. Self,Lander Community Center 1-4,48,
Governor,,R,Fremont,John H. Self,Lander Community Center 1-5,62,
Governor,,R,Fremont,John H. Self,Lander Community Center 1-6,79,
Governor,,R,Fremont,John H. Self,Hudson Town Hall 2-1,35,
Governor,,R,Fremont,John H. Self,Riverton Fair Office/Armory 3-1,61,
Governor,,R,Fremont,John H. Self,Riverton Fair Office/Armory 3-2,21,
Governor,,R,Fremont,John H. Self,Riverton Fair Office/Armory 3-3,62,
Governor,,R,Fremont,John H. Self,Riverton Fair Office/Armory 3-4,43,
Governor,,R,Fremont,John H. Self,Riverton Fair Office/Armory 3-5,94,
Governor,,R,Fremont,John H. Self,Riverton Fair Office/Armory 3-6,79,
Governor,,R,Fremont,John H. Self,Ft. Washakie School Gym 4-1,11,
Governor,,R,Fremont,John H. Self,Milford 5-1,92,
Governor,,R,Fremont,John H. Self,Beebe 6-1,41,
Governor,,R,Fremont,John H. Self,Dubois Headwaters Comm. Ctr. 7-1,97,
Governor,,R,Fremont,John H. Self,Arapahoe School 8-1,20,
Governor,,R,Fremont,John H. Self,Missouri Valley Fire Hall 9-1,30,
Governor,,R,Fremont,John H. Self,Delfelder 10-1,66,
Governor,,R,Fremont,John H. Self,Jeffrey City Fire Hall 12-1,3,
Governor,,R,Fremont,John H. Self,Ethete WY Indian High School 13-1,14,
Governor,,R,Fremont,John H. Self,Pavillion Wind River Rec. Ctr. 14-1,42,
Governor,,R,Fremont,John H. Self,8-Mile/Midvale Fire Hall 15-1,17,
Governor,,R,Fremont,John H. Self,Morton/Kinnear Fire Hall 16-1,15,
Governor,,R,Fremont,John H. Self,Luthy 17-1,28,
Governor,,R,Fremont,John H. Self,Big Bend 18-1,86,
Governor,,R,Fremont,John H. Self,Crowheart School 19-1,8,
Governor,,R,Fremont,John H. Self,Shoshoni Senior Citizens Center 20-1,32,
Governor,,R,Fremont,John H. Self,Reclamation 21-1,28,
Governor,,R,Fremont,John H. Self,Lysite Fire Hall 22-1,4,
Governor,,R,Fremont,John H. Self,Atlantic City Fire Hall 24-1,2,
Governor,,R,Fremont,John H. Self,,1330,
Secretary of State,,R,Fremont,Mary Ann Collins,Lander Community Center 1-1,117,
Secretary of State,,R,Fremont,Mary Ann Collins,Lander Community Center 1-2,50,
Secretary of State,,R,Fremont,Mary Ann Collins,Lander Community Center 1-3,72,
Secretary of State,,R,Fremont,Mary Ann Collins,Lander Community Center 1-4,80,
Secretary of State,,R,Fremont,Mary Ann Collins,Lander Community Center 1-5,133,
Secretary of State,,R,Fremont,Mary Ann Collins,Lander Community Center 1-6,117,
Secretary of State,,R,Fremont,Mary Ann Collins,Hudson Town Hall 2-1,55,
Secretary of State,,R,Fremont,Mary Ann Collins,Riverton Fair Office/Armory 3-1,121,
Secretary of State,,R,Fremont,Mary Ann Collins,Riverton Fair Office/Armory 3-2,50,
Secretary of State,,R,Fremont,Mary Ann Collins,Riverton Fair Office/Armory 3-3,160,
Secretary of State,,R,Fremont,Mary Ann Collins,Riverton Fair Office/Armory 3-4,76,
Secretary of State,,R,Fremont,Mary Ann Collins,Riverton Fair Office/Armory 3-5,238,
Secretary of State,,R,Fremont,Mary Ann Collins,Riverton Fair Office/Armory 3-6,199,
Secretary of State,,R,Fremont,Mary Ann Collins,Ft. Washakie School Gym 4-1,19,
Secretary of State,,R,Fremont,Mary Ann Collins,Milford 5-1,187,
Secretary of State,,R,Fremont,Mary Ann Collins,Beebe 6-1,80,
Secretary of State,,R,Fremont,Mary Ann Collins,Dubois Headwaters Comm. Ctr. 7-1,227,
Secretary of State,,R,Fremont,Mary Ann Collins,Arapahoe School 8-1,40,
Secretary of State,,R,Fremont,Mary Ann Collins,Missouri Valley Fire Hall 9-1,93,
Secretary of State,,R,Fremont,Mary Ann Collins,Delfelder 10-1,122,
Secretary of State,,R,Fremont,Mary Ann Collins,Jeffrey City Fire Hall 12-1,20,
Secretary of State,,R,Fremont,Mary Ann Collins,Ethete WY Indian High School 13-1,28,
Secretary of State,,R,Fremont,Mary Ann Collins,Pavillion Wind River Rec. Ctr. 14-1,93,
Secretary of State,,R,Fremont,Mary Ann Collins,8-Mile/Midvale Fire Hall 15-1,38,
Secretary of State,,R,Fremont,Mary Ann Collins,Morton/Kinnear Fire Hall 16-1,29,
Secretary of State,,R,Fremont,Mary Ann Collins,Luthy 17-1,57,
Secretary of State,,R,Fremont,Mary Ann Collins,Big Bend 18-1,221,
Secretary of State,,R,Fremont,Mary Ann Collins,Crowheart School 19-1,15,
Secretary of State,,R,Fremont,Mary Ann Collins,Shoshoni Senior Citizens Center 20-1,72,
Secretary of State,,R,Fremont,Mary Ann Collins,Reclamation 21-1,56,
Secretary of State,,R,Fremont,Mary Ann Collins,Lysite Fire Hall 22-1,14,
Secretary of State,,R,Fremont,Mary Ann Collins,Atlantic City Fire Hall 24-1,11,
Secretary of State,,R,Fremont,Mary Ann Collins,,2890,
Secretary of State,,R,Fremont,Max Maxfield,Lander Community Center 1-1,149,
Secretary of State,,R,Fremont,Max Maxfield,Lander Community Center 1-2,53,
Secretary of State,,R,Fremont,Max Maxfield,Lander Community Center 1-3,110,
Secretary of State,,R,Fremont,Max Maxfield,Lander Community Center 1-4,117,
Secretary of State,,R,Fremont,Max Maxfield,Lander Community Center 1-5,170,
Secretary of State,,R,Fremont,Max Maxfield,Lander Community Center 1-6,145,
Secretary of State,,R,Fremont,Max Maxfield,Hudson Town Hall 2-1,53,
Secretary of State,,R,Fremont,Max Maxfield,Riverton Fair Office/Armory 3-1,158,
