office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Carbon,Dale Groutage,Pershing Elementary School/Rawlins 1-1,252,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 1-2,57,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 2-1,191,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 2-2,205,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 3-1,187,
U.S. Senate,,D,Carbon,Dale Groutage,Jeffrey Center/Rawlins 3-2,224,
U.S. Senate,,D,Carbon,Dale Groutage,Muddy Gap Fire Station 4-1,8,
U.S. Senate,,D,Carbon,Dale Groutage,Sinclair Town Hall 5-1,81,
U.S. Senate,,D,Carbon,Dale Groutage,In the Bar Cabin/Leo 6-1,3,
U.S. Senate,,D,Carbon,Dale Groutage,Medicine Bow Senior Center 7-1,49,
U.S. Senate,,D,Carbon,Dale Groutage,Hanna Town Hall 8-1,145,
U.S. Senate,,D,Carbon,Dale Groutage,Elk Mountain Senior Center 9-1,17,
U.S. Senate,,D,Carbon,Dale Groutage,McFadden Fire Station 10-1,4,
U.S. Senate,,D,Carbon,Dale Groutage,Saratoga Senior Center 11-1,231,
U.S. Senate,,D,Carbon,Dale Groutage,Saratoga Senior Center 11-2,61,
U.S. Senate,,D,Carbon,Dale Groutage,Encampment Senior Center 12-1,62,
U.S. Senate,,D,Carbon,Dale Groutage,Riverside Town Hall 13-1,52,
U.S. Senate,,D,Carbon,Dale Groutage,Dixon Senior Center 14-1,17,
U.S. Senate,,D,Carbon,Dale Groutage,Baggs Senior Center 15-1,46,
U.S. Senate,,D,Carbon,Dale Groutage,,1892,
U.S. Senate,,R,Carbon,Craig Thomas,Pershing Elementary School/Rawlins 1-1,227,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 1-2,102,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 2-1,278,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 2-2,424,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 3-1,280,
U.S. Senate,,R,Carbon,Craig Thomas,Jeffrey Center/Rawlins 3-2,336,
U.S. Senate,,R,Carbon,Craig Thomas,Muddy Gap Fire Station 4-1,14,
U.S. Senate,,R,Carbon,Craig Thomas,Sinclair Town Hall 5-1,144,
U.S. Senate,,R,Carbon,Craig Thomas,In the Bar Cabin/Leo 6-1,26,
U.S. Senate,,R,Carbon,Craig Thomas,Medicine Bow Senior Center 7-1,113,
U.S. Senate,,R,Carbon,Craig Thomas,Hanna Town Hall 8-1,256,
U.S. Senate,,R,Carbon,Craig Thomas,Elk Mountain Senior Center 9-1,131,
U.S. Senate,,R,Carbon,Craig Thomas,McFadden Fire Station 10-1,44,
U.S. Senate,,R,Carbon,Craig Thomas,Saratoga Senior Center 11-1,557,
U.S. Senate,,R,Carbon,Craig Thomas,Saratoga Senior Center 11-2,249,
U.S. Senate,,R,Carbon,Craig Thomas,Encampment Senior Center 12-1,217,
U.S. Senate,,R,Carbon,Craig Thomas,Riverside Town Hall 13-1,172,
U.S. Senate,,R,Carbon,Craig Thomas,Dixon Senior Center 14-1,72,
U.S. Senate,,R,Carbon,Craig Thomas,Baggs Senior Center 15-1,189,
U.S. Senate,,R,Carbon,Craig Thomas,,3831,TRUE
U.S. House,1,D,Carbon,Gary Trauner,Pershing Elementary School/Rawlins 1-1,313,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 1-2,77,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 2-1,289,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 2-2,328,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 3-1,264,
U.S. House,1,D,Carbon,Gary Trauner,Jeffrey Center/Rawlins 3-2,314,
U.S. House,1,D,Carbon,Gary Trauner,Muddy Gap Fire Station 4-1,14,
U.S. House,1,D,Carbon,Gary Trauner,Sinclair Town Hall 5-1,106,
U.S. House,1,D,Carbon,Gary Trauner,In the Bar Cabin/Leo 6-1,6,
U.S. House,1,D,Carbon,Gary Trauner,Medicine Bow Senior Center 7-1,70,
U.S. House,1,D,Carbon,Gary Trauner,Hanna Town Hall 8-1,210,
U.S. House,1,D,Carbon,Gary Trauner,Elk Mountain Senior Center 9-1,38,
U.S. House,1,D,Carbon,Gary Trauner,McFadden Fire Station 10-1,6,
U.S. House,1,D,Carbon,Gary Trauner,Saratoga Senior Center 11-1,345,
U.S. House,1,D,Carbon,Gary Trauner,Saratoga Senior Center 11-2,108,
U.S. House,1,D,Carbon,Gary Trauner,Encampment Senior Center 12-1,110,
U.S. House,1,D,Carbon,Gary Trauner,Riverside Town Hall 13-1,81,
U.S. House,1,D,Carbon,Gary Trauner,Dixon Senior Center 14-1,27,
U.S. House,1,D,Carbon,Gary Trauner,Baggs Senior Center 15-1,63,
U.S. House,1,D,Carbon,Gary Trauner,,2769,
U.S. House,1,L,Carbon,Thomas R. Rankin,Pershing Elementary School/Rawlins 1-1,26,
U.S. House,1,L,Carbon,Thomas R. Rankin,Jeffrey Center/Rawlins 1-2,13,
U.S. House,1,L,Carbon,Thomas R. Rankin,Jeffrey Center/Rawlins 2-1,28,
U.S. House,1,L,Carbon,Thomas R. Rankin,Jeffrey Center/Rawlins 2-2,31,
U.S. House,1,L,Carbon,Thomas R. Rankin,Jeffrey Center/Rawlins 3-1,27,
U.S. House,1,L,Carbon,Thomas R. Rankin,Jeffrey Center/Rawlins 3-2,37,
U.S. House,1,L,Carbon,Thomas R. Rankin,Muddy Gap Fire Station 4-1,0,
U.S. House,1,L,Carbon,Thomas R. Rankin,Sinclair Town Hall 5-1,19,
U.S. House,1,L,Carbon,Thomas R. Rankin,In the Bar Cabin/Leo 6-1,0,
U.S. House,1,L,Carbon,Thomas R. Rankin,Medicine Bow Senior Center 7-1,14,
