office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Park,Dale Groutage,Clark-Sirrine/Pioneer Rec. Center 1-1,42,
U.S. Senate,,D,Park,Dale Groutage,Cody Presbyterian Church 2-1,82,
U.S. Senate,,D,Park,Dale Groutage,Cody Presbyterian Church 2-2,120,
U.S. Senate,,D,Park,Dale Groutage,Cody Quad Center 3-1,97,
U.S. Senate,,D,Park,Dale Groutage,Cody Quad Center 3-2,102,
U.S. Senate,,D,Park,Dale Groutage,Grace Baptist Church 4-1,165,
U.S. Senate,,D,Park,Dale Groutage,Mormon Church 4-2,20,
U.S. Senate,,D,Park,Dale Groutage,Garland Comm. Church 6-1,51,
U.S. Senate,,D,Park,Dale Groutage,Valley Absentee Ballot Precinct 7-2,4,
U.S. Senate,,D,Park,Dale Groutage,Meeteetse Episcopal Church 8-1,14,
U.S. Senate,,D,Park,Dale Groutage,Meeteetse Town Hall 8-2,40,
U.S. Senate,,D,Park,Dale Groutage,Meeteetse Episcopal Church 8-3,21,
U.S. Senate,,D,Park,Dale Groutage,Fairgrounds Lg. Ex. Hall 9-1,110,
U.S. Senate,,D,Park,Dale Groutage,Fairgrounds Lg. Ex. Hall 9-2,82,
U.S. Senate,,D,Park,Dale Groutage,Fairgrounds Lg. Ex. Hall 9-4,121,
U.S. Senate,,D,Park,Dale Groutage,Fairgrounds Lg. Ex. Hall 9-5,89,
U.S. Senate,,D,Park,Dale Groutage,Fairgrounds Lg. Ex. Hall 9-7,170,
U.S. Senate,,D,Park,Dale Groutage,Fairgrounds Multi-Purp. Bldg. 10-1,68,
U.S. Senate,,D,Park,Dale Groutage,Fairgrounds Multi-Purp. Bldg. 10-2,106,
U.S. Senate,,D,Park,Dale Groutage,Absentee Precinct/Crandall - Painter 11-2,14,
U.S. Senate,,D,Park,Dale Groutage,Wapiti School House 16-1,114,
U.S. Senate,,D,Park,Dale Groutage,Ralston Mountain View Club 21-1,81,
U.S. Senate,,D,Park,Dale Groutage,Willwood Irrigation Dist. 23-1,38,
U.S. Senate,,D,Park,Dale Groutage,Cody Auditorium 24-1,149,
U.S. Senate,,D,Park,Dale Groutage,Cody Auditorium 24-2,93,
U.S. Senate,,D,Park,Dale Groutage,Cody Auditorium 24-3,36,
U.S. Senate,,D,Park,Dale Groutage,Cody Auditorium 25-1,111,
U.S. Senate,,D,Park,Dale Groutage,Cody Auditorium 25-2,71,
