office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Natrona,Dale Groutage,Roosevelt School 1-1,256,
U.S. Senate,,D,Natrona,Dale Groutage,Natrona County Library 1-2,203,
U.S. Senate,,D,Natrona,Dale Groutage,Dean Morgan Junior High School 1-3,245,
U.S. Senate,,D,Natrona,Dale Groutage,Casper College 1-4,232,
U.S. Senate,,D,Natrona,Dale Groutage,Jefferson School 1-5,194,
U.S. Senate,,D,Natrona,Dale Groutage,Grant School 1-6,297,
U.S. Senate,,D,Natrona,Dale Groutage,Senior Citizens' Center 1-7,174,
U.S. Senate,,D,Natrona,Dale Groutage,Seventh Day Adventist School 1-9,161,
U.S. Senate,,D,Natrona,Dale Groutage,Crest Hill School 1-11,132,
U.S. Senate,,D,Natrona,Dale Groutage,Willard School 1-12,106,
U.S. Senate,,D,Natrona,Dale Groutage,Westwood School 2-1,285,
U.S. Senate,,D,Natrona,Dale Groutage,McKinley School 2-2,232,
U.S. Senate,,D,Natrona,Dale Groutage,CY Junior High School 2-3,183,
U.S. Senate,,D,Natrona,Dale Groutage,Southridge School 2-4,203,
U.S. Senate,,D,Natrona,Dale Groutage,Casper Shrine Club 2-6,233,
U.S. Senate,,D,Natrona,Dale Groutage,Paradise Valley School 2-7,284,
U.S. Senate,,D,Natrona,Dale Groutage,Oregon Trail School 2-8,188,
U.S. Senate,,D,Natrona,Dale Groutage,Shepherd of the Valley Care Ctr. 2-9,175,
U.S. Senate,,D,Natrona,Dale Groutage,Bethel Baptist Church 2-10,235,
U.S. Senate,,D,Natrona,Dale Groutage,University Park School 3-2,280,
U.S. Senate,,D,Natrona,Dale Groutage,Pineview School 3-3,282,
U.S. Senate,,D,Natrona,Dale Groutage,Sagewood School 3-4,280,
U.S. Senate,,D,Natrona,Dale Groutage,Kelly Walsh High School 3-5,214,
U.S. Senate,,D,Natrona,Dale Groutage,Manor Heights School 3-6,210,
U.S. Senate,,D,Natrona,Dale Groutage,First Assembly of God Church 3-8,298,
U.S. Senate,,D,Natrona,Dale Groutage,Verda James School 3-9,158,
U.S. Senate,,D,Natrona,Dale Groutage,Centennial Junior High School 3-10,233,
U.S. Senate,,D,Natrona,Dale Groutage,Evansville School 4-1,158,
U.S. Senate,,D,Natrona,Dale Groutage,Evansville School - Out 4-2,131,
U.S. Senate,,D,Natrona,Dale Groutage,Hat Six Ranch 5-1,10,
U.S. Senate,,D,Natrona,Dale Groutage,Midwest Town Hall 7-1,29,
U.S. Senate,,D,Natrona,Dale Groutage,Edgerton Town Hall 7-2,20,
U.S. Senate,,D,Natrona,Dale Groutage,Mills Community Center 8-1,275,
U.S. Senate,,D,Natrona,Dale Groutage,Mountain View School 8-2,142,
U.S. Senate,,D,Natrona,Dale Groutage,Wardwell Water & Sewer 8-3,110,
U.S. Senate,,D,Natrona,Dale Groutage,Vista West Christian Church 8-4,198,
U.S. Senate,,D,Natrona,Dale Groutage,Bar Nunn School 8-5,131,
U.S. Senate,,D,Natrona,Dale Groutage,WY Game and Fish 9-1,209,
U.S. Senate,,D,Natrona,Dale Groutage,Red Creek School 11-1,12,
U.S. Senate,,D,Natrona,Dale Groutage,Alcova School 11-2,22,
U.S. Senate,,D,Natrona,Dale Groutage,Fish Hatchery 11-3,53,
U.S. Senate,,D,Natrona,Dale Groutage,Poison Spider School 11-4,18,
U.S. Senate,,D,Natrona,Dale Groutage,St. Stephen's Church 12-2,86,
U.S. Senate,,D,Natrona,Dale Groutage,Bressler Ranch 13-1,8,
U.S. Senate,,D,Natrona,Dale Groutage,Powder River School 13-2,8,
U.S. Senate,,D,Natrona,Dale Groutage,Upper Willow Creek School 14-1,1,
