office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Weston,Dale Groutage,State Forestry Building/Newcastle 1-1,77,
U.S. Senate,,D,Weston,Dale Groutage,State Forestry Building/Newcastle 1-2,62,
U.S. Senate,,D,Weston,Dale Groutage,Osage School 2-1,26,
U.S. Senate,,D,Weston,Dale Groutage,Upton Community Center 3-1,21,
U.S. Senate,,D,Weston,Dale Groutage,Upton Community Center 4-1,85,
U.S. Senate,,D,Weston,Dale Groutage,State Forestry Building/Newcastle 5-1,57,
U.S. Senate,,D,Weston,Dale Groutage,State Forestry Building/Newcastle 5-2,67,
U.S. Senate,,D,Weston,Dale Groutage,State Forestry Building/Newcastle 5-3,113,
U.S. Senate,,D,Weston,Dale Groutage,,508,
U.S. Senate,,R,Weston,Craig Thomas,State Forestry Building/Newcastle 1-1,393,
U.S. Senate,,R,Weston,Craig Thomas,State Forestry Building/Newcastle 1-2,286,
U.S. Senate,,R,Weston,Craig Thomas,Osage School 2-1,101,
U.S. Senate,,R,Weston,Craig Thomas,Upton Community Center 3-1,157,
U.S. Senate,,R,Weston,Craig Thomas,Upton Community Center 4-1,334,
U.S. Senate,,R,Weston,Craig Thomas,State Forestry Building/Newcastle 5-1,251,
U.S. Senate,,R,Weston,Craig Thomas,State Forestry Building/Newcastle 5-2,196,
U.S. Senate,,R,Weston,Craig Thomas,State Forestry Building/Newcastle 5-3,427,
U.S. Senate,,R,Weston,Craig Thomas,,2145,TRUE
U.S. House,1,D,Weston,Gary Trauner,State Forestry Building/Newcastle 1-1,128,
U.S. House,1,D,Weston,Gary Trauner,State Forestry Building/Newcastle 1-2,100,
U.S. House,1,D,Weston,Gary Trauner,Osage School 2-1,33,
U.S. House,1,D,Weston,Gary Trauner,Upton Community Center 3-1,39,
U.S. House,1,D,Weston,Gary Trauner,Upton Community Center 4-1,116,
U.S. House,1,D,Weston,Gary Trauner,State Forestry Building/Newcastle 5-1,111,
U.S. House,1,D,Weston,Gary Trauner,State Forestry Building/Newcastle 5-2,102,
U.S. House,1,D,Weston,Gary Trauner,State Forestry Building/Newcastle 5-3,193,
U.S. House,1,D,Weston,Gary Trauner,,822,
U.S. House,1,L,Weston,Thomas R. Rankin,State Forestry Building/Newcastle 1-1,24,
U.S. House,1,L,Weston,Thomas R. Rankin,State Forestry Building/Newcastle 1-2,12,
U.S. House,1,L,Weston,Thomas R. Rankin,Osage School 2-1,10,
U.S. House,1,L,Weston,Thomas R. Rankin,Upton Community Center 3-1,10,
U.S. House,1,L,Weston,Thomas R. Rankin,Upton Community Center 4-1,17,
U.S. House,1,L,Weston,Thomas R. Rankin,State Forestry Building/Newcastle 5-1,11,
U.S. House,1,L,Weston,Thomas R. Rankin,State Forestry Building/Newcastle 5-2,9,
U.S. House,1,L,Weston,Thomas R. Rankin,State Forestry Building/Newcastle 5-3,27,
U.S. House,1,L,Weston,Thomas R. Rankin,,120,
