office,district,party,county,candidate,precinct,votes,winner
U.S. Senate,,D,Big Horn,Dale Groutage,Courthouse/Meeting Room/Basin 1-1,151,
U.S. Senate,,D,Big Horn,Dale Groutage,Burlington Town Hall 2-1,27,
U.S. Senate,,D,Big Horn,Dale Groutage,Otto 3-1,7,
U.S. Senate,,D,Big Horn,Dale Groutage,Emblem Irrigation District Office 5-1,4,
U.S. Senate,,D,Big Horn,Dale Groutage,Manderson Town Hall 8-1,31,
U.S. Senate,,D,Big Horn,Dale Groutage,Greybull Elks Lodge 11-1,211,
U.S. Senate,,D,Big Horn,Dale Groutage,Hyattville Community Center 6-1,13,
U.S. Senate,,D,Big Horn,Dale Groutage,Shell Community Hall 16-1,56,
U.S. Senate,,D,Big Horn,Dale Groutage,Cowley Administration Bldg 22-1,42,
U.S. Senate,,D,Big Horn,Dale Groutage,Deaver Community Hall 25-1,17,
U.S. Senate,,D,Big Horn,Dale Groutage,Lovell Middle School Gym 20-1,199,
U.S. Senate,,D,Big Horn,Dale Groutage,Rocky Mtn High School Byron 23-1,47,
U.S. Senate,,D,Big Horn,Dale Groutage,Frannie Community Meeting House 26-1,26,
U.S. Senate,,D,Big Horn,Dale Groutage,,831,
U.S. Senate,,R,Big Horn,Craig Thomas,Courthouse/Meeting Room/Basin 1-1,571,
U.S. Senate,,R,Big Horn,Craig Thomas,Burlington Town Hall 2-1,211,
U.S. Senate,,R,Big Horn,Craig Thomas,Otto 3-1,81,
U.S. Senate,,R,Big Horn,Craig Thomas,Emblem Irrigation District Office 5-1,53,
U.S. Senate,,R,Big Horn,Craig Thomas,Manderson Town Hall 8-1,115,
U.S. Senate,,R,Big Horn,Craig Thomas,Greybull Elks Lodge 11-1,753,
U.S. Senate,,R,Big Horn,Craig Thomas,Hyattville Community Center 6-1,74,
U.S. Senate,,R,Big Horn,Craig Thomas,Shell Community Hall 16-1,170,
U.S. Senate,,R,Big Horn,Craig Thomas,Cowley Administration Bldg 22-1,297,
U.S. Senate,,R,Big Horn,Craig Thomas,Deaver Community Hall 25-1,80,
U.S. Senate,,R,Big Horn,Craig Thomas,Lovell Middle School Gym 20-1,1023,
U.S. Senate,,R,Big Horn,Craig Thomas,Rocky Mtn High School Byron 23-1,220,
U.S. Senate,,R,Big Horn,Craig Thomas,Frannie Community Meeting House 26-1,66,
U.S. Senate,,R,Big Horn,Craig Thomas,,3714,TRUE
U.S. House,1,D,Big Horn,Gary Trauner,Courthouse/Meeting Room/Basin 1-1,271,
U.S. House,1,D,Big Horn,Gary Trauner,Burlington Town Hall 2-1,53,
U.S. House,1,D,Big Horn,Gary Trauner,Otto 3-1,13,
U.S. House,1,D,Big Horn,Gary Trauner,Emblem Irrigation District Office 5-1,12,
U.S. House,1,D,Big Horn,Gary Trauner,Manderson Town Hall 8-1,36,
U.S. House,1,D,Big Horn,Gary Trauner,Greybull Elks Lodge 11-1,351,
U.S. House,1,D,Big Horn,Gary Trauner,Hyattville Community Center 6-1,17,
U.S. House,1,D,Big Horn,Gary Trauner,Shell Community Hall 16-1,84,
U.S. House,1,D,Big Horn,Gary Trauner,Cowley Administration Bldg 22-1,71,
U.S. House,1,D,Big Horn,Gary Trauner,Deaver Community Hall 25-1,28,
U.S. House,1,D,Big Horn,Gary Trauner,Lovell Middle School Gym 20-1,296,
U.S. House,1,D,Big Horn,Gary Trauner,Rocky Mtn High School Byron 23-1,68,
U.S. House,1,D,Big Horn,Gary Trauner,Frannie Community Meeting House 26-1,28,
U.S. House,1,D,Big Horn,Gary Trauner,,1328,
U.S. House,1,L,Big Horn,Thomas R. Rankin,Courthouse/Meeting Room/Basin 1-1,46,
U.S. House,1,L,Big Horn,Thomas R. Rankin,Burlington Town Hall 2-1,19,
U.S. House,1,L,Big Horn,Thomas R. Rankin,Otto 3-1,6,
